"Country","Date","Day","Cases","Death","Population","Cases_Percent","Death_Percent","Beta"
"Iran",2020-03-08,19,6566,194,81800269,0.00008027,0.00000237,3.175
"Iran",2020-03-09,20,7161,237,81800269,0.00008754,0.0000029,2.875
"Iran",2020-03-10,21,8042,291,81800269,0.00009831,0.00000356,2.65
"Iran",2020-03-11,22,9000,354,81800269,0.00011002,0.00000433,2.45
"Iran",2020-03-12,23,10075,429,81800269,0.00012317,0.00000524,2.275
"Iran",2020-03-13,24,11364,514,81800269,0.00013892,0.00000628,2.15
"Iran",2020-03-14,25,12729,611,81800269,0.00015561,0.00000747,2.025
"Iran",2020-03-15,26,13938,724,81800269,0.00017039,0.00000885,1.892
"Iran",2020-03-16,27,14991,853,81800269,0.00018326,0.00001043,1.777
"Iran",2020-03-17,28,16169,988,81800269,0.00019766,0.00001208,1.677
"Iran",2020-03-18,29,17361,1135,81800269,0.00021224,0.00001388,1.587
"Iran",2020-03-19,30,18407,1284,81800269,0.00022502,0.0000157,1.502
"Iran",2020-03-20,31,19644,1433,81800269,0.00024015,0.00001752,1.428
"Iran",2020-03-21,32,20610,1556,81800269,0.00025196,0.00001902,1.357
"Iran",2020-03-22,33,21638,1685,81800269,0.00026452,0.0000206,1.293
"Iran",2020-03-23,34,23049,1812,81800269,0.00028177,0.00002215,1.238
"Iran",2020-03-24,35,24811,1934,81800269,0.00030331,0.00002364,1.19
"Iran",2020-03-25,36,27017,2077,81800269,0.00033028,0.00002539,1.149
"Iran",2020-03-26,37,29406,2234,81800269,0.00035949,0.00002731,1.11
"Iran",2020-03-27,38,32332,2378,81800269,0.00039526,0.00002907,1.077
"Iran",2020-03-28,39,35408,2517,81800269,0.00043286,0.00003077,1.045
"Iran",2020-03-29,40,38309,2640,81800269,0.00046832,0.00003227,1.014
"Iran",2020-03-30,41,41495,2757,81800269,0.00050727,0.0000337,0.985
"Iran",2020-03-31,42,44605,2898,81800269,0.00054529,0.00003543,0.957
"Iran",2020-04-01,43,47593,3036,81800269,0.00058182,0.00003711,0.929
"Iran",2020-04-02,44,50468,3160,81800269,0.00061697,0.00003863,0.903
"Iran",2020-04-03,45,53183,3294,81800269,0.00065016,0.00004027,0.877
"Iran",2020-04-04,46,55743,3452,81800269,0.00068145,0.0000422,0.853
"Iran",2020-04-05,47,58226,3603,81800269,0.00071181,0.00004405,0.829
"Ireland",2020-03-10,0,0,0,4853506,0,0,NA
"Ireland",2020-03-11,1,43,1,4853506,0.00000886,0.00000021,0
"Ireland",2020-03-12,2,43,1,4853506,0.00000886,0.00000021,0
"Ireland",2020-03-13,3,90,1,4853506,0.00001854,0.00000021,11
"Ireland",2020-03-14,4,129,2,4853506,0.00002658,0.00000041,5
"Ireland",2020-03-15,5,129,2,4853506,0.00002658,0.00000041,1.978
"Ireland",2020-03-16,6,169,2,4853506,0.00003482,0.00000041,1.621
"Ireland",2020-03-17,7,223,2,4853506,0.00004595,0.00000041,1.461
"Ireland",2020-03-18,8,292,2,4853506,0.00006016,0.00000041,1.359
"Ireland",2020-03-19,9,557,3,4853506,0.00011476,0.00000062,1.802
"Ireland",2020-03-20,10,683,3,4853506,0.00014072,0.00000062,1.598
"Ireland",2020-03-21,11,785,3,4853506,0.00016174,0.00000062,1.391
"Ireland",2020-03-22,12,906,4,4853506,0.00018667,0.00000082,1.245
"Ireland",2020-03-23,13,1125,6,4853506,0.00023179,0.00000124,1.186
"Ireland",2020-03-24,14,1329,7,4853506,0.00027382,0.00000144,1.108
"Ireland",2020-03-25,15,1564,9,4853506,0.00032224,0.00000185,1.044
"Ireland",2020-03-26,16,1819,19,4853506,0.00037478,0.00000391,0.987
"Ireland",2020-03-27,17,2121,22,4853506,0.000437,0.00000453,0.94
"Ireland",2020-03-28,18,2415,36,4853506,0.00049758,0.00000742,0.892
"Ireland",2020-03-29,19,2615,46,4853506,0.00053879,0.00000948,0.833
"Ireland",2020-03-30,20,2910,54,4853506,0.00059957,0.00001113,0.792
"Ireland",2020-03-31,21,3235,71,4853506,0.00066653,0.00001463,0.757
"Ireland",2020-04-01,22,3447,85,4853506,0.00071021,0.00001751,0.714
"Ireland",2020-04-02,23,3849,98,4853506,0.00079303,0.00002019,0.689
"Ireland",2020-04-03,24,4273,120,4853506,0.00088039,0.00002472,0.666
"Ireland",2020-04-04,25,4604,137,4853506,0.00094859,0.00002823,0.639
"Ireland",2020-04-05,26,4994,158,4853506,0.00102895,0.00003255,0.616
"Israel",2020-03-20,0,0,0,8883800,0,0,NA
"Israel",2020-03-21,1,712,1,8883800,0.00008015,0.00000011,0
"Israel",2020-03-22,2,883,1,8883800,0.00009939,0.00000011,0
"Israel",2020-03-23,3,1071,1,8883800,0.00012056,0.00000011,4.15
"Israel",2020-03-24,4,1238,3,8883800,0.00013935,0.00000034,1.154
"Israel",2020-03-25,5,2369,5,8883800,0.00026667,0.00000056,2.4
"Israel",2020-03-26,6,2693,8,8883800,0.00030314,0.0000009,1.521
"Israel",2020-03-27,7,3035,12,8883800,0.00034163,0.00000135,1.104
"Israel",2020-03-28,8,3619,12,8883800,0.00040737,0.00000135,0.953
"Israel",2020-03-29,9,4247,15,8883800,0.00047806,0.00000169,0.845
"Israel",2020-03-30,10,4695,16,8883800,0.00052849,0.0000018,0.725
"Israel",2020-03-31,11,5358,20,8883800,0.00060312,0.00000225,0.665
"Israel",2020-04-01,12,6092,26,8883800,0.00068574,0.00000293,0.62
"Israel",2020-04-02,13,6857,36,8883800,0.00077185,0.00000405,0.581
"Israel",2020-04-03,14,7428,40,8883800,0.00083613,0.0000045,0.534
"Israel",2020-04-04,15,7851,44,8883800,0.00088374,0.00000495,0.488
"Israel",2020-04-05,16,8430,49,8883800,0.00094892,0.00000552,0.457
"Italy",2020-02-20,0,0,0,60431283,0,0,NA
"Italy",2020-02-21,1,20,1,60431283,0.00000033,0.00000002,0
"Italy",2020-02-22,2,62,2,60431283,0.00000103,0.00000003,0
"Italy",2020-02-23,3,155,3,60431283,0.00000256,0.00000005,20
"Italy",2020-02-24,4,229,7,60431283,0.00000379,0.00000012,20
"Italy",2020-02-25,5,322,10,60431283,0.00000533,0.00000017,15.5
"Italy",2020-02-26,6,453,12,60431283,0.0000075,0.0000002,10
"Italy",2020-02-27,7,655,17,60431283,0.00001084,0.00000028,7.5
"Italy",2020-02-28,8,888,21,60431283,0.00001469,0.00000035,6
"Italy",2020-02-29,9,1128,29,60431283,0.00001867,0.00000048,4.75
"Italy",2020-03-01,10,1694,34,60431283,0.00002803,0.00000056,4.325
"Italy",2020-03-02,11,2036,52,60431283,0.00003369,0.00000086,3.625
"Italy",2020-03-03,12,2502,79,60431283,0.0000414,0.00000131,3.175
"Italy",2020-03-04,13,3089,107,60431283,0.00005112,0.00000177,2.825
"Italy",2020-03-05,14,3858,148,60431283,0.00006384,0.00000245,2.575
"Italy",2020-03-06,15,4636,197,60431283,0.00007672,0.00000326,2.35
"Italy",2020-03-07,16,5883,233,60431283,0.00009735,0.00000386,2.2
"Italy",2020-03-08,17,7375,366,60431283,0.00012204,0.00000606,2.075
"Italy",2020-03-09,18,9172,463,60431283,0.00015178,0.00000766,1.954
"Italy",2020-03-10,19,10149,631,60431283,0.00016794,0.00001044,1.793
"Italy",2020-03-11,20,12462,827,60431283,0.00020622,0.00001368,1.71
"Italy",2020-03-12,21,12462,827,60431283,0.00020622,0.00001368,1.545
"Italy",2020-03-13,22,17660,1266,60431283,0.00029223,0.00002095,1.55
"Italy",2020-03-14,23,21157,1441,60431283,0.0003501,0.00002385,1.487
"Italy",2020-03-15,24,24747,1809,60431283,0.00040951,0.00002993,1.423
"Italy",2020-03-16,25,27980,2158,60431283,0.00046301,0.00003571,1.355
"Italy",2020-03-17,26,31506,2503,60431283,0.00052135,0.00004142,1.293
"Italy",2020-03-18,27,35713,2978,60431283,0.00059097,0.00004928,1.24
"Italy",2020-03-19,28,41035,3405,60431283,0.00067904,0.00005634,1.196
"Italy",2020-03-20,29,47021,4032,60431283,0.00077809,0.00006672,1.156
"Italy",2020-03-21,30,53578,4825,60431283,0.00088659,0.00007984,1.119
"Italy",2020-03-22,31,59138,5476,60431283,0.0009786,0.00009062,1.077
"Italy",2020-03-23,32,63927,6077,60431283,0.00105785,0.00010056,1.035
"Italy",2020-03-24,33,69176,6820,60431283,0.00114471,0.00011286,0.996
"Italy",2020-03-25,34,74386,7503,60431283,0.00123092,0.00012416,0.96
"Italy",2020-03-26,35,80589,8215,60431283,0.00133356,0.00013594,0.928
"Italy",2020-03-27,36,86498,9134,60431283,0.00143134,0.00015115,0.898
"Italy",2020-03-28,37,92472,10023,60431283,0.0015302,0.00016586,0.868
"Italy",2020-03-29,38,97689,10779,60431283,0.00161653,0.00017837,0.84
"Italy",2020-03-30,39,101739,11591,60431283,0.00168355,0.0001918,0.811
"Italy",2020-03-31,40,105792,12428,60431283,0.00175062,0.00020566,0.784
"Italy",2020-04-01,41,110574,13155,60431283,0.00182975,0.00021769,0.76
"Italy",2020-04-02,42,115242,13915,60431283,0.00190699,0.00023026,0.737
"Italy",2020-04-03,43,119827,14681,60431283,0.00198286,0.00024294,0.716
"Italy",2020-04-04,44,124632,15362,60431283,0.00206238,0.00025421,0.696
"Italy",2020-04-05,45,128948,15887,60431283,0.0021338,0.00026289,0.676
"Japan",2020-02-12,0,0,0,126529100,0,0,NA
"Japan",2020-02-13,1,28,1,126529100,0.00000022,0.00000001,0
"Japan",2020-02-14,2,29,1,126529100,0.00000023,0.00000001,0
"Japan",2020-02-15,3,43,1,126529100,0.00000034,0.00000001,4.625
"Japan",2020-02-16,4,59,1,126529100,0.00000047,0.00000001,2.425
"Japan",2020-02-17,5,66,1,126529100,0.00000052,0.00000001,1.117
"Japan",2020-02-18,6,74,1,126529100,0.00000058,0.00000001,0.709
"Japan",2020-02-19,7,84,1,126529100,0.00000066,0.00000001,0.562
"Japan",2020-02-20,8,94,1,126529100,0.00000074,0.00000001,0.473
"Japan",2020-02-21,9,105,1,126529100,0.00000083,0.00000001,0.424
"Japan",2020-02-22,10,122,1,126529100,0.00000096,0.00000001,0.415
"Japan",2020-02-23,11,147,1,126529100,0.00000116,0.00000001,0.437
"Japan",2020-02-24,12,159,1,126529100,0.00000126,0.00000001,0.4
"Japan",2020-02-25,13,170,1,126529100,0.00000134,0.00000001,0.364
"Japan",2020-02-26,14,189,2,126529100,0.00000149,0.00000002,0.354
"Japan",2020-02-27,15,214,4,126529100,0.00000169,0.00000003,0.353
"Japan",2020-02-28,16,228,4,126529100,0.0000018,0.00000003,0.334
"Japan",2020-02-29,17,241,5,126529100,0.0000019,0.00000004,0.315
"Japan",2020-03-01,18,256,6,126529100,0.00000202,0.00000005,0.302
"Japan",2020-03-02,19,274,6,126529100,0.00000217,0.00000005,0.294
"Japan",2020-03-03,20,293,6,126529100,0.00000232,0.00000005,0.286
"Japan",2020-03-04,21,331,6,126529100,0.00000262,0.00000005,0.291
"Japan",2020-03-05,22,360,6,126529100,0.00000285,0.00000005,0.288
"Japan",2020-03-06,23,420,6,126529100,0.00000332,0.00000005,0.298
"Japan",2020-03-07,24,461,6,126529100,0.00000364,0.00000005,0.296
"Japan",2020-03-08,25,502,6,126529100,0.00000397,0.00000005,0.294
"Japan",2020-03-09,26,511,10,126529100,0.00000404,0.00000008,0.282
"Japan",2020-03-10,27,581,10,126529100,0.00000459,0.00000008,0.287
"Japan",2020-03-11,28,639,15,126529100,0.00000505,0.00000012,0.287
"Japan",2020-03-12,29,639,16,126529100,0.00000505,0.00000013,0.274
"Japan",2020-03-13,30,701,19,126529100,0.00000554,0.00000015,0.275
"Japan",2020-03-14,31,773,22,126529100,0.00000611,0.00000017,0.276
"Japan",2020-03-15,32,839,22,126529100,0.00000663,0.00000017,0.275
"Japan",2020-03-16,33,839,27,126529100,0.00000663,0.00000021,0.265
"Japan",2020-03-17,34,878,29,126529100,0.00000694,0.00000023,0.261
"Japan",2020-03-18,35,889,29,126529100,0.00000703,0.00000023,0.253
"Japan",2020-03-19,36,924,29,126529100,0.0000073,0.00000023,0.249
"Japan",2020-03-20,37,963,33,126529100,0.00000761,0.00000026,0.246
"Japan",2020-03-21,38,1007,35,126529100,0.00000796,0.00000028,0.243
"Japan",2020-03-22,39,1101,41,126529100,0.0000087,0.00000032,0.244
"Japan",2020-03-23,40,1128,42,126529100,0.00000891,0.00000033,0.24
"Japan",2020-03-24,41,1193,43,126529100,0.00000943,0.00000034,0.238
"Japan",2020-03-25,42,1307,45,126529100,0.00001033,0.00000036,0.24
"Japan",2020-03-26,43,1387,47,126529100,0.00001096,0.00000037,0.239
"Japan",2020-03-27,44,1468,49,126529100,0.0000116,0.00000039,0.237
"Japan",2020-03-28,45,1693,52,126529100,0.00001338,0.00000041,0.243
"Japan",2020-03-29,46,1866,54,126529100,0.00001475,0.00000043,0.244
"Japan",2020-03-30,47,1866,54,126529100,0.00001475,0.00000043,0.239
"Japan",2020-03-31,48,1953,56,126529100,0.00001544,0.00000044,0.237
"Japan",2020-04-01,49,2178,57,126529100,0.00001721,0.00000045,0.24
"Japan",2020-04-02,50,2495,62,126529100,0.00001972,0.00000049,0.244
"Japan",2020-04-03,51,2617,63,126529100,0.00002068,0.0000005,0.242
"Japan",2020-04-04,52,3139,77,126529100,0.00002481,0.00000061,0.249
"Japan",2020-04-05,53,3139,77,126529100,0.00002481,0.00000061,0.244
"Korea, South",2020-02-19,0,0,0,51635256,0,0,NA
"Korea, South",2020-02-20,1,104,1,51635256,0.00000201,0.00000002,0
"Korea, South",2020-02-21,2,204,2,51635256,0.00000395,0.00000004,0
"Korea, South",2020-02-22,3,433,2,51635256,0.00000839,0.00000004,20
"Korea, South",2020-02-23,4,602,6,51635256,0.00001166,0.00000012,14
"Korea, South",2020-02-24,5,833,8,51635256,0.00001613,0.00000015,8
"Korea, South",2020-02-25,6,977,10,51635256,0.00001892,0.00000019,4.7
"Korea, South",2020-02-26,7,1261,12,51635256,0.00002442,0.00000023,3.575
"Korea, South",2020-02-27,8,1766,13,51635256,0.0000342,0.00000025,3.1
"Korea, South",2020-02-28,9,2337,13,51635256,0.00004526,0.00000025,2.7
"Korea, South",2020-02-29,10,3150,16,51635256,0.000061,0.00000031,2.475
"Korea, South",2020-03-01,11,3736,17,51635256,0.00007235,0.00000033,2.125
"Korea, South",2020-03-02,12,4335,28,51635256,0.00008395,0.00000054,1.862
"Korea, South",2020-03-03,13,5186,28,51635256,0.00010044,0.00000054,1.69
"Korea, South",2020-03-04,14,5621,35,51635256,0.00010886,0.00000068,1.484
"Korea, South",2020-03-05,15,6088,35,51635256,0.0001179,0.00000068,1.323
"Korea, South",2020-03-06,16,6593,42,51635256,0.00012768,0.00000081,1.196
"Korea, South",2020-03-07,17,7041,44,51635256,0.00013636,0.00000085,1.086
"Korea, South",2020-03-08,18,7314,50,51635256,0.00014165,0.00000097,0.985
"Korea, South",2020-03-09,19,7478,53,51635256,0.00014482,0.00000103,0.895
"Korea, South",2020-03-10,20,7513,54,51635256,0.0001455,0.00000105,0.814
"Korea, South",2020-03-11,21,7755,60,51635256,0.00015019,0.00000116,0.755
"Korea, South",2020-03-12,22,7869,66,51635256,0.0001524,0.00000128,0.699
"Korea, South",2020-03-13,23,7979,66,51635256,0.00015453,0.00000128,0.651
"Korea, South",2020-03-14,24,8086,72,51635256,0.0001566,0.00000139,0.609
"Korea, South",2020-03-15,25,8162,75,51635256,0.00015807,0.00000145,0.571
"Korea, South",2020-03-16,26,8236,75,51635256,0.0001595,0.00000145,0.538
"Korea, South",2020-03-17,27,8320,81,51635256,0.00016113,0.00000157,0.51
"Korea, South",2020-03-18,28,8413,84,51635256,0.00016293,0.00000163,0.484
"Korea, South",2020-03-19,29,8565,91,51635256,0.00016588,0.00000176,0.462
"Korea, South",2020-03-20,30,8652,94,51635256,0.00016756,0.00000182,0.442
"Korea, South",2020-03-21,31,8799,102,51635256,0.00017041,0.00000198,0.424
"Korea, South",2020-03-22,32,8961,111,51635256,0.00017354,0.00000215,0.408
"Korea, South",2020-03-23,33,8961,111,51635256,0.00017354,0.00000215,0.391
"Korea, South",2020-03-24,34,9037,120,51635256,0.00017502,0.00000232,0.377
"Korea, South",2020-03-25,35,9137,126,51635256,0.00017695,0.00000244,0.364
"Korea, South",2020-03-26,36,9241,131,51635256,0.00017897,0.00000254,0.352
"Korea, South",2020-03-27,37,9332,139,51635256,0.00018073,0.00000269,0.341
"Korea, South",2020-03-28,38,9478,144,51635256,0.00018356,0.00000279,0.332
"Korea, South",2020-03-29,39,9583,152,51635256,0.00018559,0.00000294,0.323
"Korea, South",2020-03-30,40,9661,158,51635256,0.0001871,0.00000306,0.314
"Korea, South",2020-03-31,41,9786,162,51635256,0.00018952,0.00000314,0.306
"Korea, South",2020-04-01,42,9887,165,51635256,0.00019148,0.0000032,0.299
"Korea, South",2020-04-02,43,9976,169,51635256,0.0001932,0.00000327,0.291
"Korea, South",2020-04-03,44,10062,174,51635256,0.00019487,0.00000337,0.285
"Korea, South",2020-04-04,45,10156,177,51635256,0.00019669,0.00000343,0.279
"Korea, South",2020-04-05,46,10237,183,51635256,0.00019826,0.00000354,0.273
"Luxembourg",2020-03-13,0,0,0,607728,0,0,NA
"Luxembourg",2020-03-14,1,51,1,607728,0.00008392,0.00000165,0
"Luxembourg",2020-03-15,2,59,1,607728,0.00009708,0.00000165,0
"Luxembourg",2020-03-16,3,77,1,607728,0.0001267,0.00000165,4.225
"Luxembourg",2020-03-17,4,140,1,607728,0.00023037,0.00000165,4.375
"Luxembourg",2020-03-18,5,203,2,607728,0.00033403,0.00000329,3.25
"Luxembourg",2020-03-19,6,335,4,607728,0.00055123,0.00000658,3.225
"Luxembourg",2020-03-20,7,484,4,607728,0.00079641,0.00000658,2.85
"Luxembourg",2020-03-21,8,670,8,607728,0.00110247,0.00001316,2.55
"Luxembourg",2020-03-22,9,798,8,607728,0.00131309,0.00001316,2.1
"Luxembourg",2020-03-23,10,875,8,607728,0.00143979,0.00001316,1.692
"Luxembourg",2020-03-24,11,1099,8,607728,0.00180837,0.00001316,1.557
"Luxembourg",2020-03-25,12,1333,8,607728,0.00219342,0.00001316,1.426
"Luxembourg",2020-03-26,13,1453,9,607728,0.00239087,0.00001481,1.248
"Luxembourg",2020-03-27,14,1605,15,607728,0.00264098,0.00002468,1.121
"Luxembourg",2020-03-28,15,1831,18,607728,0.00301286,0.00002962,1.038
"Luxembourg",2020-03-29,16,1950,21,607728,0.00320867,0.00003455,0.939
"Luxembourg",2020-03-30,17,1988,22,607728,0.0032712,0.0000362,0.84
"Luxembourg",2020-03-31,18,2178,23,607728,0.00358384,0.00003785,0.787
"Luxembourg",2020-04-01,19,2319,29,607728,0.00381585,0.00004772,0.732
"Luxembourg",2020-04-02,20,2487,30,607728,0.00409229,0.00004936,0.689
"Luxembourg",2020-04-03,21,2612,31,607728,0.00429798,0.00005101,0.645
"Luxembourg",2020-04-04,22,2729,31,607728,0.0044905,0.00005101,0.607
"Luxembourg",2020-04-05,23,2804,36,607728,0.00461391,0.00005924,0.57
"Malaysia",2020-03-16,0,0,0,31528585,0,0,NA
"Malaysia",2020-03-17,1,673,2,31528585,0.00002135,0.00000006,0
"Malaysia",2020-03-18,2,790,2,31528585,0.00002506,0.00000006,0
"Malaysia",2020-03-19,3,900,2,31528585,0.00002855,0.00000006,2.275
"Malaysia",2020-03-20,4,1030,3,31528585,0.00003267,0.0000001,0.486
"Malaysia",2020-03-21,5,1183,4,31528585,0.00003752,0.00000013,0.264
"Malaysia",2020-03-22,6,1306,10,31528585,0.00004142,0.00000032,0.168
"Malaysia",2020-03-23,7,1518,14,31528585,0.00004815,0.00000044,0.204
"Malaysia",2020-03-24,8,1624,16,31528585,0.00005151,0.00000051,0.163
"Malaysia",2020-03-25,9,1796,20,31528585,0.00005696,0.00000063,0.166
"Malaysia",2020-03-26,10,2031,23,31528585,0.00006442,0.00000073,0.185
"Malaysia",2020-03-27,11,2161,26,31528585,0.00006854,0.00000082,0.171
"Malaysia",2020-03-28,12,2320,27,31528585,0.00007358,0.00000086,0.167
"Malaysia",2020-03-29,13,2470,35,31528585,0.00007834,0.00000111,0.161
"Malaysia",2020-03-30,14,2626,37,31528585,0.00008329,0.00000117,0.158
"Malaysia",2020-03-31,15,2766,43,31528585,0.00008773,0.00000136,0.153
"Malaysia",2020-04-01,16,2908,45,31528585,0.00009223,0.00000143,0.149
"Malaysia",2020-04-02,17,3116,50,31528585,0.00009883,0.00000159,0.151
"Malaysia",2020-04-03,18,3333,53,31528585,0.00010571,0.00000168,0.153
"Malaysia",2020-04-04,19,3483,57,31528585,0.00011047,0.00000181,0.15
"Malaysia",2020-04-05,20,3662,61,31528585,0.00011615,0.00000193,0.149
"Mexico",2020-03-18,0,0,0,126190788,0,0,NA
"Mexico",2020-03-19,1,118,1,126190788,0.00000094,0.00000001,0
"Mexico",2020-03-20,2,164,1,126190788,0.0000013,0.00000001,0
"Mexico",2020-03-21,3,203,2,126190788,0.00000161,0.00000002,6.5
"Mexico",2020-03-22,4,251,2,126190788,0.00000199,0.00000002,2.375
"Mexico",2020-03-23,5,316,3,126190788,0.0000025,0.00000002,1.522
"Mexico",2020-03-24,6,367,4,126190788,0.00000291,0.00000003,1.045
"Mexico",2020-03-25,7,405,5,126190788,0.00000321,0.00000004,0.748
"Mexico",2020-03-26,8,475,6,126190788,0.00000376,0.00000005,0.661
"Mexico",2020-03-27,9,585,8,126190788,0.00000464,0.00000006,0.659
"Mexico",2020-03-28,10,717,12,126190788,0.00000568,0.0000001,0.655
"Mexico",2020-03-29,11,848,16,126190788,0.00000672,0.00000013,0.63
"Mexico",2020-03-30,12,993,20,126190788,0.00000787,0.00000016,0.607
"Mexico",2020-03-31,13,1094,28,126190788,0.00000867,0.00000022,0.559
"Mexico",2020-04-01,14,1215,29,126190788,0.00000963,0.00000023,0.526
"Mexico",2020-04-02,15,1378,37,126190788,0.00001092,0.00000029,0.508
