"Date","Day","State","Cases","Death","Population","Cases_Percent","Death_Percent","Beta"
2020-03-21,17,"Maryland",195,3,6045680,0.00003225,0.0000005,1.05
2020-03-22,18,"Maryland",245,3,6045680,0.00004052,0.0000005,1.05
2020-03-23,19,"Maryland",290,3,6045680,0.00004797,0.0000005,1
2020-03-24,20,"Maryland",349,4,6045680,0.00005773,0.00000066,0.977
2020-03-25,21,"Maryland",423,4,6045680,0.00006997,0.00000066,0.957
2020-03-26,22,"Maryland",581,4,6045680,0.0000961,0.00000066,0.977
2020-03-27,23,"Maryland",775,5,6045680,0.00012819,0.00000083,0.987
2020-03-28,24,"Maryland",1066,10,6045680,0.00017632,0.00000165,1
2020-03-29,25,"Maryland",1244,11,6045680,0.00020577,0.00000182,0.977
2020-01-31,0,"Massachusetts",0,0,6892503,0,0,0.001
2020-02-01,1,"Massachusetts",1,0,6892503,0.00000015,0,0.001
2020-02-02,2,"Massachusetts",1,0,6892503,0.00000015,0,0.001
2020-02-03,3,"Massachusetts",1,0,6892503,0.00000015,0,0.001
2020-02-04,4,"Massachusetts",1,0,6892503,0.00000015,0,0.001
2020-02-05,5,"Massachusetts",1,0,6892503,0.00000015,0,0.001
2020-02-06,6,"Massachusetts",1,0,6892503,0.00000015,0,0.001
2020-02-07,7,"Massachusetts",1,0,6892503,0.00000015,0,0.001
2020-02-08,8,"Massachusetts",1,0,6892503,0.00000015,0,0.001
2020-02-09,9,"Massachusetts",1,0,6892503,0.00000015,0,0.001
2020-02-10,10,"Massachusetts",1,0,6892503,0.00000015,0,0.001
2020-02-11,11,"Massachusetts",1,0,6892503,0.00000015,0,0.001
2020-02-12,12,"Massachusetts",1,0,6892503,0.00000015,0,0.001
2020-02-13,13,"Massachusetts",1,0,6892503,0.00000015,0,0.001
2020-02-14,14,"Massachusetts",1,0,6892503,0.00000015,0,0.001
2020-02-15,15,"Massachusetts",1,0,6892503,0.00000015,0,0.001
2020-02-16,16,"Massachusetts",1,0,6892503,0.00000015,0,0.001
2020-02-17,17,"Massachusetts",1,0,6892503,0.00000015,0,0.001
2020-02-18,18,"Massachusetts",1,0,6892503,0.00000015,0,0.001
2020-02-19,19,"Massachusetts",1,0,6892503,0.00000015,0,0.001
2020-02-20,20,"Massachusetts",1,0,6892503,0.00000015,0,0.001
2020-02-21,21,"Massachusetts",1,0,6892503,0.00000015,0,0.001
2020-02-22,22,"Massachusetts",1,0,6892503,0.00000015,0,0.001
2020-02-23,23,"Massachusetts",1,0,6892503,0.00000015,0,0.001
2020-02-24,24,"Massachusetts",1,0,6892503,0.00000015,0,0.001
2020-02-25,25,"Massachusetts",1,0,6892503,0.00000015,0,0.001
2020-02-26,26,"Massachusetts",1,0,6892503,0.00000015,0,0.001
2020-02-27,27,"Massachusetts",1,0,6892503,0.00000015,0,0.001
2020-02-28,28,"Massachusetts",1,0,6892503,0.00000015,0,0.001
2020-02-29,29,"Massachusetts",1,0,6892503,0.00000015,0,0.001
2020-03-01,30,"Massachusetts",1,0,6892503,0.00000015,0,0.001
2020-03-02,31,"Massachusetts",2,0,6892503,0.00000029,0,0.001
2020-03-03,32,"Massachusetts",2,0,6892503,0.00000029,0,0.001
2020-03-04,33,"Massachusetts",2,0,6892503,0.00000029,0,0.001
2020-03-05,34,"Massachusetts",3,0,6892503,0.00000044,0,0.021
2020-03-06,35,"Massachusetts",8,0,6892503,0.00000116,0,0.115
2020-03-07,36,"Massachusetts",13,0,6892503,0.00000189,0,0.157
2020-03-08,37,"Massachusetts",28,0,6892503,0.00000406,0,0.223
2020-03-09,38,"Massachusetts",41,0,6892503,0.00000595,0,0.251
2020-03-10,39,"Massachusetts",92,0,6892503,0.00001335,0,0.319
2020-03-11,40,"Massachusetts",95,0,6892503,0.00001378,0,0.313
2020-03-12,41,"Massachusetts",108,0,6892503,0.00001567,0,0.315
2020-03-13,42,"Massachusetts",123,0,6892503,0.00001785,0,0.317
2020-03-14,43,"Massachusetts",138,0,6892503,0.00002002,0,0.319
2020-03-15,44,"Massachusetts",164,0,6892503,0.00002379,0,0.325
2020-03-16,45,"Massachusetts",197,0,6892503,0.00002858,0,0.331
2020-03-17,46,"Massachusetts",218,0,6892503,0.00003163,0,0.331
2020-03-18,47,"Massachusetts",256,0,6892503,0.00003714,0,0.335
2020-03-19,48,"Massachusetts",328,0,6892503,0.00004759,0,0.347
2020-03-20,49,"Massachusetts",413,1,6892503,0.00005992,0.00000015,0.355
2020-03-21,50,"Massachusetts",525,2,6892503,0.00007617,0.00000029,0.365
2020-03-22,51,"Massachusetts",646,5,6892503,0.00009373,0.00000073,0.371
2020-03-23,52,"Massachusetts",777,5,6892503,0.00011273,0.00000073,0.377
2020-03-24,53,"Massachusetts",1159,11,6892503,0.00016815,0.0000016,0.397
2020-03-25,54,"Massachusetts",1838,15,6892503,0.00026667,0.00000218,0.421
2020-03-26,55,"Massachusetts",2417,25,6892503,0.00035067,0.00000363,0.431
2020-03-27,56,"Massachusetts",3240,35,6892503,0.00047008,0.00000508,0.443
2020-03-28,57,"Massachusetts",4257,44,6892503,0.00061763,0.00000638,0.451
2020-03-29,58,"Massachusetts",4955,48,6892503,0.0007189,0.00000696,0.453
2020-03-09,0,"Michigan",0,0,9986857,0,0,0.001
2020-03-10,1,"Michigan",2,0,9986857,0.0000002,0,0.001
2020-03-11,2,"Michigan",2,0,9986857,0.0000002,0,0.001
2020-03-12,3,"Michigan",12,0,9986857,0.0000012,0,20
2020-03-13,4,"Michigan",25,0,9986857,0.0000025,0,20
2020-03-14,5,"Michigan",33,0,9986857,0.0000033,0,15.5
2020-03-15,6,"Michigan",53,0,9986857,0.00000531,0,11
2020-03-16,7,"Michigan",54,0,9986857,0.00000541,0,6.5
2020-03-17,8,"Michigan",65,0,9986857,0.00000651,0,4.9
2020-03-18,9,"Michigan",80,1,9986857,0.00000801,0.0000001,3.9
2020-03-19,10,"Michigan",334,3,9986857,0.00003344,0.0000003,6
2020-03-20,11,"Michigan",548,4,9986857,0.00005487,0.0000004,5.5
2020-03-21,12,"Michigan",787,6,9986857,0.0000788,0.0000006,5
2020-03-22,13,"Michigan",1033,9,9986857,0.00010344,0.0000009,4.5
2020-03-23,14,"Michigan",1324,16,9986857,0.00013257,0.0000016,4
2020-03-24,15,"Michigan",1791,24,9986857,0.00017934,0.0000024,3.7
2020-03-25,16,"Michigan",2294,43,9986857,0.0002297,0.00000431,3.4
2020-03-26,17,"Michigan",2878,63,9986857,0.00028818,0.00000631,3.15
2020-03-27,18,"Michigan",3657,93,9986857,0.00036618,0.00000931,2.95
2020-03-28,19,"Michigan",4635,111,9986857,0.00046411,0.00001111,2.75
2020-03-29,20,"Michigan",5486,132,9986857,0.00054932,0.00001322,2.55
2020-03-05,0,"Minnesota",0,0,5639632,0,0,0.001
2020-03-06,1,"Minnesota",1,0,5639632,0.00000018,0,0.001
2020-03-07,2,"Minnesota",1,0,5639632,0.00000018,0,0.001
2020-03-08,3,"Minnesota",2,0,5639632,0.00000035,0,9
2020-03-09,4,"Minnesota",2,0,5639632,0.00000035,0,1.825
2020-03-10,5,"Minnesota",3,0,5639632,0.00000053,0,1.9
2020-03-11,6,"Minnesota",5,0,5639632,0.00000089,0,2.25
2020-03-12,7,"Minnesota",9,0,5639632,0.0000016,0,2.7
2020-03-13,8,"Minnesota",14,0,5639632,0.00000248,0,2.65
2020-03-14,9,"Minnesota",21,0,5639632,0.00000372,0,2.55
2020-03-15,10,"Minnesota",35,0,5639632,0.00000621,0,2.65
2020-03-16,11,"Minnesota",54,0,5639632,0.00000958,0,2.65
2020-03-17,12,"Minnesota",60,0,5639632,0.00001064,0,2.25
2020-03-18,13,"Minnesota",77,0,5639632,0.00001365,0,2.05
2020-03-19,14,"Minnesota",89,0,5639632,0.00001578,0,1.85
2020-03-20,15,"Minnesota",115,0,5639632,0.00002039,0,1.775
2020-03-21,16,"Minnesota",138,1,5639632,0.00002447,0.00000018,1.65
2020-03-22,17,"Minnesota",171,1,5639632,0.00003032,0.00000018,1.575
2020-03-23,18,"Minnesota",235,1,5639632,0.00004167,0.00000018,1.55
2020-03-24,19,"Minnesota",262,1,5639632,0.00004646,0.00000018,1.45
2020-03-25,20,"Minnesota",287,1,5639632,0.00005089,0.00000018,1.325
2020-03-26,21,"Minnesota",346,2,5639632,0.00006135,0.00000035,1.275
2020-03-27,22,"Minnesota",398,4,5639632,0.00007057,0.00000071,1.225
2020-03-28,23,"Minnesota",441,5,5639632,0.0000782,0.00000089,1.15
2020-03-29,24,"Minnesota",504,9,5639632,0.00008937,0.0000016,1.1
2020-03-10,0,"Mississippi",0,0,2976149,0,0,0.001
2020-03-11,1,"Mississippi",1,0,2976149,0.00000034,0,0.001
2020-03-12,2,"Mississippi",1,0,2976149,0.00000034,0,0.001
2020-03-13,3,"Mississippi",6,0,2976149,0.00000202,0,20
2020-03-14,4,"Mississippi",6,0,2976149,0.00000202,0,14.5
2020-03-15,5,"Mississippi",10,0,2976149,0.00000336,0,9.5
2020-03-16,6,"Mississippi",12,0,2976149,0.00000403,0,6
2020-03-17,7,"Mississippi",21,0,2976149,0.00000706,0,5.5
2020-03-18,8,"Mississippi",34,0,2976149,0.00001142,0,4.95
2020-03-19,9,"Mississippi",50,1,2976149,0.0000168,0.00000034,4.4
2020-03-20,10,"Mississippi",80,1,2976149,0.00002688,0.00000034,4.2
2020-03-21,11,"Mississippi",140,1,2976149,0.00004704,0.00000034,4.2
2020-03-22,12,"Mississippi",207,1,2976149,0.00006955,0.00000034,3.9
2020-03-23,13,"Mississippi",249,1,2976149,0.00008367,0.00000034,3.4
2020-03-24,14,"Mississippi",320,1,2976149,0.00010752,0.00000034,3.1
2020-03-25,15,"Mississippi",377,5,2976149,0.00012667,0.00000168,2.8
2020-03-26,16,"Mississippi",487,6,2976149,0.00016363,0.00000202,2.6
2020-03-27,17,"Mississippi",579,8,2976149,0.00019455,0.00000269,2.4
2020-03-28,18,"Mississippi",669,13,2976149,0.00022479,0.00000437,2.2
2020-03-29,19,"Mississippi",759,14,2976149,0.00025503,0.0000047,2
2020-03-06,0,"Missouri",0,0,6137428,0,0,0.001
2020-03-07,1,"Missouri",1,0,6137428,0.00000016,0,0.001
2020-03-08,2,"Missouri",1,0,6137428,0.00000016,0,0.001
2020-03-09,3,"Missouri",1,0,6137428,0.00000016,0,0.001
2020-03-10,4,"Missouri",1,0,6137428,0.00000016,0,0.001
2020-03-11,5,"Missouri",1,0,6137428,0.00000016,0,0.001
2020-03-12,6,"Missouri",2,0,6137428,0.00000033,0,0.267
2020-03-13,7,"Missouri",4,0,6137428,0.00000065,0,1.025
2020-03-14,8,"Missouri",5,0,6137428,0.00000081,0,0.947
2020-03-15,9,"Missouri",5,0,6137428,0.00000081,0,0.683
2020-03-16,10,"Missouri",9,0,6137428,0.00000147,0,1.025
2020-03-17,11,"Missouri",16,0,6137428,0.00000261,0,1.275
2020-03-18,12,"Missouri",21,1,6137428,0.00000342,0.00000016,1.25
2020-03-19,13,"Missouri",35,1,6137428,0.0000057,0.00000016,1.425
2020-03-20,14,"Missouri",73,3,6137428,0.00001189,0.00000049,1.725
2020-03-21,15,"Missouri",93,3,6137428,0.00001515,0.00000049,1.65
2020-03-22,16,"Missouri",130,3,6137428,0.00002118,0.00000049,1.625
2020-03-23,17,"Missouri",183,4,6137428,0.00002982,0.00000065,1.625
2020-03-24,18,"Missouri",255,5,6137428,0.00004155,0.00000081,1.625
2020-03-25,19,"Missouri",377,8,6137428,0.00006143,0.0000013,1.65
2020-03-26,20,"Missouri",507,8,6137428,0.00008261,0.0000013,1.625
2020-03-27,21,"Missouri",671,9,6137428,0.00010933,0.00000147,1.575
2020-03-28,22,"Missouri",838,10,6137428,0.00013654,0.00000163,1.525
2020-03-29,23,"Missouri",903,12,6137428,0.00014713,0.00000196,1.425
2020-03-12,0,"Montana",0,0,1068778,0,0,0.001
2020-03-13,1,"Montana",4,0,1068778,0.00000374,0,0.001
2020-03-14,2,"Montana",6,0,1068778,0.00000561,0,0.001
2020-03-15,3,"Montana",6,0,1068778,0.00000561,0,4.1
2020-03-16,4,"Montana",8,0,1068778,0.00000749,0,2
2020-03-17,5,"Montana",8,0,1068778,0.00000749,0,0.613
2020-03-18,6,"Montana",12,0,1068778,0.00001123,0,0.977
2020-03-19,7,"Montana",19,0,1068778,0.00001778,0,1.3
2020-03-20,8,"Montana",19,0,1068778,0.00001778,0,0.867
2020-03-21,9,"Montana",29,0,1068778,0.00002713,0,1.05
2020-03-22,10,"Montana",34,0,1068778,0.00003181,0,0.945
2020-03-23,11,"Montana",45,0,1068778,0.0000421,0,0.965
2020-03-24,12,"Montana",51,0,1068778,0.00004772,0,0.873
2020-03-25,13,"Montana",65,0,1068778,0.00006082,0,0.873
2020-03-26,14,"Montana",90,0,1068778,0.00008421,0,0.921
2020-03-27,15,"Montana",121,1,1068778,0.00011321,0.00000094,0.947
2020-03-28,16,"Montana",147,1,1068778,0.00013754,0.00000094,0.919
2020-03-29,17,"Montana",161,1,1068778,0.00015064,0.00000094,0.853
2020-02-16,0,"Nebraska",0,0,1934408,0,0,0.001
2020-02-17,1,"Nebraska",10,0,1934408,0.00000517,0,0.001
2020-02-18,2,"Nebraska",10,0,1934408,0.00000517,0,0.001
2020-02-19,3,"Nebraska",10,0,1934408,0.00000517,0,0.001
2020-02-20,4,"Nebraska",11,0,1934408,0.00000569,0,0.001
2020-02-21,5,"Nebraska",11,0,1934408,0.00000569,0,0.001
2020-02-22,6,"Nebraska",11,0,1934408,0.00000569,0,0.001
2020-02-23,7,"Nebraska",11,0,1934408,0.00000569,0,0.001
2020-02-24,8,"Nebraska",12,0,1934408,0.0000062,0,0.001
2020-02-25,9,"Nebraska",13,0,1934408,0.00000672,0,0.001
2020-02-26,10,"Nebraska",13,0,1934408,0.00000672,0,0.001
2020-02-27,11,"Nebraska",13,0,1934408,0.00000672,0,0.001
2020-02-28,12,"Nebraska",13,0,1934408,0.00000672,0,0.001
2020-02-29,13,"Nebraska",13,0,1934408,0.00000672,0,0.001
2020-03-01,14,"Nebraska",13,0,1934408,0.00000672,0,0.001
2020-03-02,15,"Nebraska",13,0,1934408,0.00000672,0,0.001
2020-03-03,16,"Nebraska",13,0,1934408,0.00000672,0,0.001
2020-03-04,17,"Nebraska",13,0,1934408,0.00000672,0,0.001
2020-03-05,18,"Nebraska",13,0,1934408,0.00000672,0,0.001
2020-03-06,19,"Nebraska",14,0,1934408,0.00000724,0,0.001
2020-03-07,20,"Nebraska",14,0,1934408,0.00000724,0,0.001
2020-03-08,21,"Nebraska",16,0,1934408,0.00000827,0,0.001
2020-03-09,22,"Nebraska",16,0,1934408,0.00000827,0,0.001
2020-03-10,23,"Nebraska",17,0,1934408,0.00000879,0,0.001
2020-03-11,24,"Nebraska",23,0,1934408,0.00001189,0,0.001
2020-03-12,25,"Nebraska",24,0,1934408,0.00001241,0,0.001
2020-03-13,26,"Nebraska",27,0,1934408,0.00001396,0,0.015
2020-03-14,27,"Nebraska",29,0,1934408,0.00001499,0,0.025
2020-03-15,28,"Nebraska",31,0,1934408,0.00001603,0,0.031
2020-03-16,29,"Nebraska",33,0,1934408,0.00001706,0,0.039
2020-03-17,30,"Nebraska",36,0,1934408,0.00001861,0,0.047
2020-03-18,31,"Nebraska",43,0,1934408,0.00002223,0,0.065
2020-03-19,32,"Nebraska",47,0,1934408,0.0000243,0,0.073
2020-03-20,33,"Nebraska",53,0,1934408,0.0000274,0,0.083
2020-03-21,34,"Nebraska",61,0,1934408,0.00003153,0,0.095
2020-03-22,35,"Nebraska",62,0,1934408,0.00003205,0,0.095
2020-03-23,36,"Nebraska",73,0,1934408,0.00003774,0,0.107
2020-03-24,37,"Nebraska",77,0,1934408,0.00003981,0,0.109
2020-03-25,38,"Nebraska",84,0,1934408,0.00004342,0,0.115
2020-03-26,39,"Nebraska",92,0,1934408,0.00004756,0,0.121
2020-03-27,40,"Nebraska",100,2,1934408,0.0000517,0.00000103,0.125
2020-03-28,41,"Nebraska",122,2,1934408,0.00006307,0.00000103,0.137
2020-03-29,42,"Nebraska",137,2,1934408,0.00007082,0.00000103,0.145
2020-03-04,0,"Nevada",0,0,3080156,0,0,0.001
2020-03-05,1,"Nevada",2,0,3080156,0.00000065,0,0.001
2020-03-06,2,"Nevada",2,0,3080156,0.00000065,0,0.001
2020-03-07,3,"Nevada",2,0,3080156,0.00000065,0,0.001
2020-03-08,4,"Nevada",4,0,3080156,0.0000013,0,2
2020-03-09,5,"Nevada",4,0,3080156,0.0000013,0,0.609
2020-03-10,6,"Nevada",4,0,3080156,0.0000013,0,0.217
2020-03-11,7,"Nevada",7,0,3080156,0.00000227,0,0.781
2020-03-12,8,"Nevada",11,0,3080156,0.00000357,0,1.05
2020-03-13,9,"Nevada",19,0,3080156,0.00000617,0,1.375
2020-03-14,10,"Nevada",21,0,3080156,0.00000682,0,1.15
2020-03-15,11,"Nevada",26,0,3080156,0.00000844,0,1.075
2020-03-16,12,"Nevada",45,1,3080156,0.00001461,0.00000032,1.3
2020-03-17,13,"Nevada",55,1,3080156,0.00001786,0.00000032,1.225
2020-03-18,14,"Nevada",82,1,3080156,0.00002662,0.00000032,1.3
2020-03-19,15,"Nevada",99,1,3080156,0.00003214,0.00000032,1.225
2020-03-20,16,"Nevada",165,2,3080156,0.00005357,0.00000065,1.35
2020-03-21,17,"Nevada",165,2,3080156,0.00005357,0.00000065,1.175
2020-03-22,18,"Nevada",190,2,3080156,0.00006169,0.00000065,1.125
2020-03-23,19,"Nevada",265,4,3080156,0.00008603,0.0000013,1.125
2020-03-24,20,"Nevada",315,6,3080156,0.00010227,0.00000195,1.1
2020-03-25,21,"Nevada",405,10,3080156,0.00013149,0.00000325,1.075
2020-03-26,22,"Nevada",535,10,3080156,0.00017369,0.00000325,1.1
2020-03-27,23,"Nevada",621,10,3080156,0.00020161,0.00000325,1.05
2020-03-28,24,"Nevada",738,14,3080156,0.0002396,0.00000455,1.025
2020-03-29,25,"Nevada",920,15,3080156,0.00029869,0.00000487,1
2020-03-01,0,"New Hampshire",0,0,1359711,0,0,0.001
2020-03-02,1,"New Hampshire",1,0,1359711,0.00000074,0,0.001
2020-03-03,2,"New Hampshire",2,0,1359711,0.00000147,0,0.001
2020-03-04,3,"New Hampshire",2,0,1359711,0.00000147,0,9.5
2020-03-05,4,"New Hampshire",2,0,1359711,0.00000147,0,1.95
2020-03-06,5,"New Hampshire",2,0,1359711,0.00000147,0,0.591
2020-03-07,6,"New Hampshire",4,0,1359711,0.00000294,0,1.65
2020-03-08,7,"New Hampshire",4,0,1359711,0.00000294,0,0.985
2020-03-09,8,"New Hampshire",4,0,1359711,0.00000294,0,0.653
2020-03-10,9,"New Hampshire",5,0,1359711,0.00000368,0,0.667
2020-03-11,10,"New Hampshire",5,0,1359711,0.00000368,0,0.507
2020-03-12,11,"New Hampshire",6,0,1359711,0.00000441,0,0.511
2020-03-13,12,"New Hampshire",7,0,1359711,0.00000515,0,0.503
2020-03-14,13,"New Hampshire",7,0,1359711,0.00000515,0,0.423
2020-03-15,14,"New Hampshire",13,0,1359711,0.00000956,0,0.633
2020-03-16,15,"New Hampshire",17,0,1359711,0.0000125,0,0.665
2020-03-17,16,"New Hampshire",26,0,1359711,0.00001912,0,0.761
2020-03-18,17,"New Hampshire",39,0,1359711,0.00002868,0,0.837
2020-03-19,18,"New Hampshire",44,0,1359711,0.00003236,0,0.795
2020-03-20,19,"New Hampshire",55,0,1359711,0.00004045,0,0.795
2020-03-21,20,"New Hampshire",65,0,1359711,0.0000478,0,0.777
2020-03-22,21,"New Hampshire",78,0,1359711,0.00005737,0,0.765
2020-03-23,22,"New Hampshire",101,1,1359711,0.00007428,0.00000074,0.777
2020-03-24,23,"New Hampshire",108,1,1359711,0.00007943,0.00000074,0.737
2020-03-25,24,"New Hampshire",137,1,1359711,0.00010076,0.00000074,0.743
2020-03-26,25,"New Hampshire",158,1,1359711,0.0001162,0.00000074,0.727
2020-03-27,26,"New Hampshire",187,2,1359711,0.00013753,0.00000147,0.719
2020-03-28,27,"New Hampshire",214,2,1359711,0.00015739,0.00000147,0.703
2020-03-29,28,"New Hampshire",258,3,1359711,0.00018975,0.00000221,0.699
2020-03-03,0,"New Jersey",0,0,8882190,0,0,0.001
2020-03-04,1,"New Jersey",1,0,8882190,0.00000011,0,0.001
2020-03-05,2,"New Jersey",2,0,8882190,0.00000023,0,0.001
2020-03-06,3,"New Jersey",4,0,8882190,0.00000045,0,20
2020-03-07,4,"New Jersey",4,0,8882190,0.00000045,0,8.5
2020-03-08,5,"New Jersey",6,0,8882190,0.00000068,0,6
2020-03-09,6,"New Jersey",11,0,8882190,0.00000124,0,5.5
2020-03-10,7,"New Jersey",15,1,8882190,0.00000169,0.00000011,4.35
2020-03-11,8,"New Jersey",23,1,8882190,0.00000259,0.00000011,3.95
2020-03-12,9,"New Jersey",29,1,8882190,0.00000326,0.00000011,3.25
2020-03-13,10,"New Jersey",50,1,8882190,0.00000563,0.00000011,3.35
2020-03-14,11,"New Jersey",75,2,8882190,0.00000844,0.00000023,3.15
2020-03-15,12,"New Jersey",98,2,8882190,0.00001103,0.00000023,2.85
2020-03-16,13,"New Jersey",176,3,8882190,0.00001981,0.00000034,3
2020-03-17,14,"New Jersey",268,3,8882190,0.00003017,0.00000034,2.95
2020-03-18,15,"New Jersey",427,5,8882190,0.00004807,0.00000056,2.95
2020-03-19,16,"New Jersey",735,9,8882190,0.00008275,0.00000101,3
2020-03-20,17,"New Jersey",896,11,8882190,0.00010088,0.00000124,2.75
2020-03-21,18,"New Jersey",1336,16,8882190,0.00015041,0.0000018,2.7
2020-03-22,19,"New Jersey",1914,20,8882190,0.00021549,0.00000225,2.65
2020-03-23,20,"New Jersey",2844,27,8882190,0.00032019,0.00000304,2.6
2020-03-24,21,"New Jersey",3675,44,8882190,0.00041375,0.00000495,2.5
