"Date","Day","State","Cases","Death","Population","Cases_Percent","Death_Percent","Beta"
2020-03-25,22,"New Jersey",4402,62,8882190,0.0004956,0.00000698,2.35
2020-03-26,23,"New Jersey",6876,81,8882190,0.00077413,0.00000912,2.35
2020-03-27,24,"New Jersey",8825,108,8882190,0.00099356,0.00001216,2.25
2020-03-28,25,"New Jersey",11124,140,8882190,0.00125239,0.00001576,2.2
2020-03-29,26,"New Jersey",13386,161,8882190,0.00150706,0.00001813,2.1
2020-03-10,0,"New Mexico",0,0,2096829,0,0,0.001
2020-03-11,1,"New Mexico",4,0,2096829,0.00000191,0,0.001
2020-03-12,2,"New Mexico",6,0,2096829,0.00000286,0,0.001
2020-03-13,3,"New Mexico",10,0,2096829,0.00000477,0,15.5
2020-03-14,4,"New Mexico",13,0,2096829,0.0000062,0,6
2020-03-15,5,"New Mexico",17,0,2096829,0.00000811,0,3.55
2020-03-16,6,"New Mexico",21,0,2096829,0.00001002,0,2.45
2020-03-17,7,"New Mexico",23,0,2096829,0.00001097,0,1.675
2020-03-18,8,"New Mexico",28,0,2096829,0.00001335,0,1.4
2020-03-19,9,"New Mexico",35,0,2096829,0.00001669,0,1.275
2020-03-20,10,"New Mexico",43,0,2096829,0.00002051,0,1.175
2020-03-21,11,"New Mexico",57,0,2096829,0.00002718,0,1.15
2020-03-22,12,"New Mexico",65,0,2096829,0.000031,0,1.05
2020-03-23,13,"New Mexico",83,0,2096829,0.00003958,0,1.025
2020-03-24,14,"New Mexico",100,0,2096829,0.00004769,0,0.981
2020-03-25,15,"New Mexico",112,1,2096829,0.00005341,0.00000048,0.905
2020-03-26,16,"New Mexico",136,1,2096829,0.00006486,0.00000048,0.883
2020-03-27,17,"New Mexico",191,1,2096829,0.00009109,0.00000048,0.925
2020-03-28,18,"New Mexico",208,2,2096829,0.0000992,0.00000095,0.861
2020-03-29,19,"New Mexico",237,2,2096829,0.00011303,0.00000095,0.823
2020-02-29,0,"New York",0,0,19453561,0,0,0.001
2020-03-01,1,"New York",1,0,19453561,0.00000005,0,0.001
2020-03-02,2,"New York",1,0,19453561,0.00000005,0,0.001
2020-03-03,3,"New York",2,0,19453561,0.0000001,0,9.5
2020-03-04,4,"New York",11,0,19453561,0.00000057,0,20
2020-03-05,5,"New York",22,0,19453561,0.00000113,0,20
2020-03-06,6,"New York",44,0,19453561,0.00000226,0,16.5
2020-03-07,7,"New York",89,0,19453561,0.00000457,0,14
2020-03-08,8,"New York",106,0,19453561,0.00000545,0,9.5
2020-03-09,9,"New York",142,0,19453561,0.0000073,0,7.5
2020-03-10,10,"New York",173,0,19453561,0.00000889,0,6
2020-03-11,11,"New York",217,0,19453561,0.00001115,0,5
2020-03-12,12,"New York",326,0,19453561,0.00001676,0,4.75
2020-03-13,13,"New York",421,0,19453561,0.00002164,0,4.2
2020-03-14,14,"New York",610,2,19453561,0.00003136,0.0000001,3.95
2020-03-15,15,"New York",732,6,19453561,0.00003763,0.00000031,3.5
2020-03-16,16,"New York",950,10,19453561,0.00004883,0.00000051,3.25
2020-03-17,17,"New York",1374,17,19453561,0.00007063,0.00000087,3.15
2020-03-18,18,"New York",2382,27,19453561,0.00012245,0.00000139,3.2
2020-03-19,19,"New York",4152,30,19453561,0.00021343,0.00000154,3.25
2020-03-20,20,"New York",7102,57,19453561,0.00036507,0.00000293,3.25
2020-03-21,21,"New York",10356,80,19453561,0.00053234,0.00000411,3.2
2020-03-22,22,"New York",15168,122,19453561,0.0007797,0.00000627,3.1
2020-03-23,23,"New York",20875,159,19453561,0.00107307,0.00000817,3
2020-03-24,24,"New York",25665,218,19453561,0.0013193,0.00001121,2.85
2020-03-25,25,"New York",33066,325,19453561,0.00169974,0.00001671,2.7
2020-03-26,26,"New York",38987,432,19453561,0.00200411,0.00002221,2.6
2020-03-27,27,"New York",44635,535,19453561,0.00229444,0.0000275,2.45
2020-03-28,28,"New York",53363,782,19453561,0.0027431,0.0000402,2.35
2020-03-29,29,"New York",59568,965,19453561,0.00306206,0.00004961,2.2
2020-03-02,0,"North Carolina",0,0,10488084,0,0,0.001
2020-03-03,1,"North Carolina",1,0,10488084,0.0000001,0,0.001
2020-03-04,2,"North Carolina",1,0,10488084,0.0000001,0,0.001
2020-03-05,3,"North Carolina",1,0,10488084,0.0000001,0,0.001
2020-03-06,4,"North Carolina",2,0,10488084,0.00000019,0,1.675
2020-03-07,5,"North Carolina",2,0,10488084,0.00000019,0,0.467
2020-03-08,6,"North Carolina",2,0,10488084,0.00000019,0,0.135
2020-03-09,7,"North Carolina",7,0,10488084,0.00000067,0,2
2020-03-10,8,"North Carolina",7,0,10488084,0.00000067,0,1.35
2020-03-11,9,"North Carolina",8,0,10488084,0.00000076,0,1.1
2020-03-12,10,"North Carolina",16,0,10488084,0.00000153,0,1.55
2020-03-13,11,"North Carolina",18,0,10488084,0.00000172,0,1.325
2020-03-14,12,"North Carolina",25,0,10488084,0.00000238,0,1.35
2020-03-15,13,"North Carolina",32,0,10488084,0.00000305,0,1.3
2020-03-16,14,"North Carolina",34,0,10488084,0.00000324,0,1.125
2020-03-17,15,"North Carolina",42,0,10488084,0.000004,0,1.1
2020-03-18,16,"North Carolina",66,0,10488084,0.00000629,0,1.2
2020-03-19,17,"North Carolina",104,0,10488084,0.00000992,0,1.275
2020-03-20,18,"North Carolina",144,0,10488084,0.00001373,0,1.275
2020-03-21,19,"North Carolina",184,0,10488084,0.00001754,0,1.25
2020-03-22,20,"North Carolina",269,0,10488084,0.00002565,0,1.3
2020-03-23,21,"North Carolina",303,0,10488084,0.00002889,0,1.225
2020-03-24,22,"North Carolina",399,0,10488084,0.00003804,0,1.225
2020-03-25,23,"North Carolina",563,1,10488084,0.00005368,0.0000001,1.225
2020-03-26,24,"North Carolina",638,2,10488084,0.00006083,0.00000019,1.175
2020-03-27,25,"North Carolina",783,3,10488084,0.00007466,0.00000029,1.15
2020-03-28,26,"North Carolina",972,4,10488084,0.00009268,0.00000038,1.125
2020-03-29,27,"North Carolina",1167,6,10488084,0.00011127,0.00000057,1.1
2020-03-10,0,"North Dakota",0,0,762062,0,0,0.001
2020-03-11,1,"North Dakota",1,0,762062,0.00000131,0,0.001
2020-03-12,2,"North Dakota",1,0,762062,0.00000131,0,0.001
2020-03-13,3,"North Dakota",1,0,762062,0.00000131,0,0.001
2020-03-14,4,"North Dakota",1,0,762062,0.00000131,0,0.001
2020-03-15,5,"North Dakota",1,0,762062,0.00000131,0,0.001
2020-03-16,6,"North Dakota",1,0,762062,0.00000131,0,0.001
2020-03-17,7,"North Dakota",5,0,762062,0.00000656,0,1.4
2020-03-18,8,"North Dakota",7,0,762062,0.00000919,0,1.4
2020-03-19,9,"North Dakota",19,0,762062,0.00002493,0,2.4
2020-03-20,10,"North Dakota",27,0,762062,0.00003543,0,2.3
2020-03-21,11,"North Dakota",28,0,762062,0.00003674,0,1.825
2020-03-22,12,"North Dakota",30,0,762062,0.00003937,0,1.55
2020-03-23,13,"North Dakota",32,0,762062,0.00004199,0,1.325
2020-03-24,14,"North Dakota",36,0,762062,0.00004724,0,1.2
2020-03-25,15,"North Dakota",45,0,762062,0.00005905,0,1.175
2020-03-26,16,"North Dakota",58,0,762062,0.00007611,0,1.15
2020-03-27,17,"North Dakota",68,1,762062,0.00008923,0.00000131,1.1
2020-03-28,18,"North Dakota",94,1,762062,0.00012335,0.00000131,1.1
2020-03-29,19,"North Dakota",98,1,762062,0.0001286,0.00000131,1.025
2020-03-08,0,"Ohio",0,0,11689100,0,0,0.001
2020-03-09,1,"Ohio",3,0,11689100,0.00000026,0,0.001
2020-03-10,2,"Ohio",3,0,11689100,0.00000026,0,0.001
2020-03-11,3,"Ohio",4,0,11689100,0.00000034,0,1.95
2020-03-12,4,"Ohio",5,0,11689100,0.00000043,0,0.883
2020-03-13,5,"Ohio",13,0,11689100,0.00000111,0,3.6
2020-03-14,6,"Ohio",26,0,11689100,0.00000222,0,4.25
2020-03-15,7,"Ohio",37,0,11689100,0.00000317,0,3.6
2020-03-16,8,"Ohio",50,0,11689100,0.00000428,0,3.05
2020-03-17,9,"Ohio",67,0,11689100,0.00000573,0,2.65
2020-03-18,10,"Ohio",90,0,11689100,0.0000077,0,2.45
2020-03-19,11,"Ohio",120,0,11689100,0.00001027,0,2.25
2020-03-20,12,"Ohio",169,1,11689100,0.00001446,0.00000009,2.15
2020-03-21,13,"Ohio",247,3,11689100,0.00002113,0.00000026,2.15
2020-03-22,14,"Ohio",351,3,11689100,0.00003003,0.00000026,2.1
2020-03-23,15,"Ohio",444,6,11689100,0.00003798,0.00000051,1.95
2020-03-24,16,"Ohio",564,8,11689100,0.00004825,0.00000068,1.85
2020-03-25,17,"Ohio",706,11,11689100,0.0000604,0.00000094,1.75
2020-03-26,18,"Ohio",867,15,11689100,0.00007417,0.00000128,1.675
2020-03-27,19,"Ohio",1144,22,11689100,0.00009787,0.00000188,1.625
2020-03-28,20,"Ohio",1406,25,11689100,0.00012028,0.00000214,1.55
2020-03-29,21,"Ohio",1665,30,11689100,0.00014244,0.00000257,1.475
2020-03-05,0,"Oklahoma",0,0,3956971,0,0,0.001
2020-03-06,1,"Oklahoma",1,0,3956971,0.00000025,0,0.001
2020-03-07,2,"Oklahoma",1,0,3956971,0.00000025,0,0.001
2020-03-08,3,"Oklahoma",1,0,3956971,0.00000025,0,0.001
2020-03-09,4,"Oklahoma",1,0,3956971,0.00000025,0,0.001
2020-03-10,5,"Oklahoma",2,0,3956971,0.00000051,0,0.667
2020-03-11,6,"Oklahoma",2,0,3956971,0.00000051,0,0.249
2020-03-12,7,"Oklahoma",2,0,3956971,0.00000051,0,0.093
2020-03-13,8,"Oklahoma",3,0,3956971,0.00000076,0,0.373
2020-03-14,9,"Oklahoma",4,0,3956971,0.00000101,0,0.481
2020-03-15,10,"Oklahoma",8,0,3956971,0.00000202,0,0.899
2020-03-16,11,"Oklahoma",10,0,3956971,0.00000253,0,0.881
2020-03-17,12,"Oklahoma",18,0,3956971,0.00000455,0,1.125
2020-03-18,13,"Oklahoma",29,0,3956971,0.00000733,0,1.275
2020-03-19,14,"Oklahoma",44,1,3956971,0.00001112,0.00000025,1.35
2020-03-20,15,"Oklahoma",49,1,3956971,0.00001238,0.00000025,1.225
2020-03-21,16,"Oklahoma",53,1,3956971,0.00001339,0.00000025,1.1
2020-03-22,17,"Oklahoma",67,2,3956971,0.00001693,0.00000051,1.075
2020-03-23,18,"Oklahoma",81,2,3956971,0.00002047,0.00000051,1.05
2020-03-24,19,"Oklahoma",106,3,3956971,0.00002679,0.00000076,1.05
2020-03-25,20,"Oklahoma",164,5,3956971,0.00004145,0.00000126,1.125
2020-03-26,21,"Oklahoma",248,7,3956971,0.00006267,0.00000177,1.175
2020-03-27,22,"Oklahoma",322,8,3956971,0.00008138,0.00000202,1.15
2020-03-28,23,"Oklahoma",377,15,3956971,0.00009527,0.00000379,1.125
2020-03-29,24,"Oklahoma",429,16,3956971,0.00010842,0.00000404,1.075
2020-02-27,0,"Oregon",0,0,4217737,0,0,0.001
2020-02-28,1,"Oregon",1,0,4217737,0.00000024,0,0.001
2020-02-29,2,"Oregon",1,0,4217737,0.00000024,0,0.001
2020-03-01,3,"Oregon",2,0,4217737,0.00000047,0,9.5
2020-03-02,4,"Oregon",2,0,4217737,0.00000047,0,1.85
2020-03-03,5,"Oregon",2,0,4217737,0.00000047,0,0.551
2020-03-04,6,"Oregon",2,0,4217737,0.00000047,0,0.183
2020-03-05,7,"Oregon",2,0,4217737,0.00000047,0,0.051
2020-03-06,8,"Oregon",2,0,4217737,0.00000047,0,0.001
2020-03-07,9,"Oregon",6,0,4217737,0.00000142,0,0.837
2020-03-08,10,"Oregon",13,0,4217737,0.00000308,0,1.35
2020-03-09,11,"Oregon",13,0,4217737,0.00000308,0,1.075
2020-03-10,12,"Oregon",14,0,4217737,0.00000332,0,0.929
2020-03-11,13,"Oregon",20,0,4217737,0.00000474,0,0.995
2020-03-12,14,"Oregon",30,0,4217737,0.00000711,0,1.075
2020-03-13,15,"Oregon",30,0,4217737,0.00000711,0,0.935
2020-03-14,16,"Oregon",36,1,4217737,0.00000854,0.00000024,0.903
2020-03-15,17,"Oregon",39,1,4217737,0.00000925,0.00000024,0.835
2020-03-16,18,"Oregon",46,1,4217737,0.00001091,0.00000024,0.809
2020-03-17,19,"Oregon",66,2,4217737,0.00001565,0.00000047,0.859
2020-03-18,20,"Oregon",74,3,4217737,0.00001754,0.00000071,0.817
2020-03-19,21,"Oregon",87,3,4217737,0.00002063,0.00000071,0.797
2020-03-20,22,"Oregon",114,3,4217737,0.00002703,0.00000071,0.811
2020-03-21,23,"Oregon",137,4,4217737,0.00003248,0.00000095,0.799
2020-03-22,24,"Oregon",161,5,4217737,0.00003817,0.00000119,0.783
2020-03-23,25,"Oregon",191,5,4217737,0.00004528,0.00000119,0.771
2020-03-24,26,"Oregon",209,8,4217737,0.00004955,0.0000019,0.743
2020-03-25,27,"Oregon",266,10,4217737,0.00006307,0.00000237,0.749
2020-03-26,28,"Oregon",316,11,4217737,0.00007492,0.00000261,0.741
2020-03-27,29,"Oregon",414,12,4217737,0.00009816,0.00000285,0.753
2020-03-28,30,"Oregon",479,13,4217737,0.00011357,0.00000308,0.739
2020-03-29,31,"Oregon",548,13,4217737,0.00012993,0.00000308,0.725
2020-03-05,0,"Pennsylvania",0,0,12801989,0,0,0.001
2020-03-06,1,"Pennsylvania",2,0,12801989,0.00000016,0,0.001
2020-03-07,2,"Pennsylvania",4,0,12801989,0.00000031,0,0.001
2020-03-08,3,"Pennsylvania",6,0,12801989,0.00000047,0,20
2020-03-09,4,"Pennsylvania",10,0,12801989,0.00000078,0,11
2020-03-10,5,"Pennsylvania",12,0,12801989,0.00000094,0,5.5
2020-03-11,6,"Pennsylvania",16,0,12801989,0.00000125,0,3.9
2020-03-12,7,"Pennsylvania",22,0,12801989,0.00000172,0,3.2
2020-03-13,8,"Pennsylvania",41,0,12801989,0.0000032,0,3.5
2020-03-14,9,"Pennsylvania",47,0,12801989,0.00000367,0,2.75
2020-03-15,10,"Pennsylvania",68,0,12801989,0.00000531,0,2.6
2020-03-16,11,"Pennsylvania",81,0,12801989,0.00000633,0,2.25
2020-03-17,12,"Pennsylvania",101,0,12801989,0.00000789,0,2.05
2020-03-18,13,"Pennsylvania",139,1,12801989,0.00001086,0.00000008,1.975
2020-03-19,14,"Pennsylvania",187,1,12801989,0.00001461,0.00000008,1.9
2020-03-20,15,"Pennsylvania",269,1,12801989,0.00002101,0.00000008,1.875
2020-03-21,16,"Pennsylvania",388,2,12801989,0.00003031,0.00000016,1.875
2020-03-22,17,"Pennsylvania",504,3,12801989,0.00003937,0.00000023,1.8
2020-03-23,18,"Pennsylvania",644,6,12801989,0.0000503,0.00000047,1.725
2020-03-24,19,"Pennsylvania",851,7,12801989,0.00006647,0.00000055,1.675
2020-03-25,20,"Pennsylvania",1151,11,12801989,0.00008991,0.00000086,1.65
2020-03-26,21,"Pennsylvania",1690,16,12801989,0.00013201,0.00000125,1.675
2020-03-27,22,"Pennsylvania",2218,23,12801989,0.00017325,0.0000018,1.625
2020-03-28,23,"Pennsylvania",2815,35,12801989,0.00021989,0.00000273,1.6
2020-03-29,24,"Pennsylvania",3441,40,12801989,0.00026879,0.00000312,1.525
2020-03-12,0,"Puerto Rico",0,0,3193694,0,0,0.001
2020-03-13,1,"Puerto Rico",3,0,3193694,0.00000094,0,0.001
2020-03-14,2,"Puerto Rico",4,0,3193694,0.00000125,0,0.001
2020-03-15,3,"Puerto Rico",5,0,3193694,0.00000157,0,6
2020-03-16,4,"Puerto Rico",5,0,3193694,0.00000157,0,0.935
2020-03-17,5,"Puerto Rico",5,0,3193694,0.00000157,0,0.139
2020-03-18,6,"Puerto Rico",5,0,3193694,0.00000157,0,0.001
2020-03-19,7,"Puerto Rico",6,0,3193694,0.00000188,0,0.073
2020-03-20,8,"Puerto Rico",14,0,3193694,0.00000438,0,0.843
2020-03-21,9,"Puerto Rico",21,1,3193694,0.00000658,0.00000031,1.025
2020-03-22,10,"Puerto Rico",23,1,3193694,0.0000072,0.00000031,0.853
2020-03-23,11,"Puerto Rico",31,2,3193694,0.00000971,0.00000063,0.897
2020-03-24,12,"Puerto Rico",39,2,3193694,0.00001221,0.00000063,0.885
2020-03-25,13,"Puerto Rico",51,2,3193694,0.00001597,0.00000063,0.901
2020-03-26,14,"Puerto Rico",64,2,3193694,0.00002004,0.00000063,0.891
2020-03-27,15,"Puerto Rico",79,3,3193694,0.00002474,0.00000094,0.875
2020-03-28,16,"Puerto Rico",100,3,3193694,0.00003131,0.00000094,0.873
2020-03-29,17,"Puerto Rico",127,5,3193694,0.00003977,0.00000157,0.873
2020-02-29,0,"Rhode Island",0,0,1059361,0,0,0.001
2020-03-01,1,"Rhode Island",2,0,1059361,0.00000189,0,0.001
2020-03-02,2,"Rhode Island",2,0,1059361,0.00000189,0,0.001
2020-03-03,3,"Rhode Island",2,0,1059361,0.00000189,0,0.001
2020-03-04,4,"Rhode Island",2,0,1059361,0.00000189,0,0.001
2020-03-05,5,"Rhode Island",2,0,1059361,0.00000189,0,0.001
2020-03-06,6,"Rhode Island",3,0,1059361,0.00000283,0,0.001
2020-03-07,7,"Rhode Island",3,0,1059361,0.00000283,0,0.001
2020-03-08,8,"Rhode Island",3,0,1059361,0.00000283,0,0.001
2020-03-09,9,"Rhode Island",3,0,1059361,0.00000283,0,0.001
2020-03-10,10,"Rhode Island",5,0,1059361,0.00000472,0,0.081
2020-03-11,11,"Rhode Island",5,0,1059361,0.00000472,0,0.057
2020-03-12,12,"Rhode Island",5,0,1059361,0.00000472,0,0.043
2020-03-13,13,"Rhode Island",20,0,1059361,0.00001888,0,0.599
2020-03-14,14,"Rhode Island",20,0,1059361,0.00001888,0,0.515
2020-03-15,15,"Rhode Island",20,0,1059361,0.00001888,0,0.449
2020-03-16,16,"Rhode Island",21,0,1059361,0.00001982,0,0.415
2020-03-17,17,"Rhode Island",23,0,1059361,0.00002171,0,0.399
2020-03-18,18,"Rhode Island",33,0,1059361,0.00003115,0,0.465
2020-03-19,19,"Rhode Island",44,0,1059361,0.00004153,0,0.505
2020-03-20,20,"Rhode Island",44,0,1059361,0.00004153,0,0.463
2020-03-21,21,"Rhode Island",66,0,1059361,0.0000623,0,0.527
2020-03-22,22,"Rhode Island",83,0,1059361,0.00007835,0,0.543
2020-03-23,23,"Rhode Island",106,0,1059361,0.00010006,0,0.561
2020-03-24,24,"Rhode Island",124,0,1059361,0.00011705,0,0.557
2020-03-25,25,"Rhode Island",132,0,1059361,0.0001246,0,0.535
2020-03-26,26,"Rhode Island",165,0,1059361,0.00015575,0,0.545
2020-03-27,27,"Rhode Island",203,0,1059361,0.00019162,0,0.553
2020-03-28,28,"Rhode Island",239,2,1059361,0.00022561,0.00000189,0.553
2020-03-29,29,"Rhode Island",294,3,1059361,0.00027753,0.00000283,0.559
2020-03-05,0,"South Carolina",0,0,5148714,0,0,0.001
2020-03-06,1,"South Carolina",2,0,5148714,0.00000039,0,0.001
2020-03-07,2,"South Carolina",2,0,5148714,0.00000039,0,0.001
2020-03-08,3,"South Carolina",6,0,5148714,0.00000117,0,20
2020-03-09,4,"South Carolina",7,0,5148714,0.00000136,0,7
2020-03-10,5,"South Carolina",9,0,5148714,0.00000175,0,3.85
2020-03-11,6,"South Carolina",10,0,5148714,0.00000194,0,2.3
2020-03-12,7,"South Carolina",12,0,5148714,0.00000233,0,1.75
2020-03-13,8,"South Carolina",13,0,5148714,0.00000252,0,1.275
2020-03-14,9,"South Carolina",19,0,5148714,0.00000369,0,1.375
2020-03-15,10,"South Carolina",28,0,5148714,0.00000544,0,1.45
2020-03-16,11,"South Carolina",33,1,5148714,0.00000641,0.00000019,1.3
2020-03-17,12,"South Carolina",47,1,5148714,0.00000913,0.00000019,1.325
2020-03-18,13,"South Carolina",60,1,5148714,0.00001165,0.00000019,1.275
2020-03-19,14,"South Carolina",81,1,5148714,0.00001573,0.00000019,1.275
2020-03-20,15,"South Carolina",126,3,5148714,0.00002447,0.00000058,1.375
2020-03-21,16,"South Carolina",172,3,5148714,0.00003341,0.00000058,1.375
2020-03-22,17,"South Carolina",194,3,5148714,0.00003768,0.00000058,1.25
2020-03-23,18,"South Carolina",299,5,5148714,0.00005807,0.00000097,1.325
2020-03-24,19,"South Carolina",342,7,5148714,0.00006642,0.00000136,1.25
2020-03-25,20,"South Carolina",424,7,5148714,0.00008235,0.00000136,1.225
2020-03-26,21,"South Carolina",456,9,5148714,0.00008857,0.00000175,1.125
2020-03-27,22,"South Carolina",539,13,5148714,0.00010469,0.00000252,1.1
2020-03-28,23,"South Carolina",660,15,5148714,0.00012819,0.00000291,1.075
2020-03-29,24,"South Carolina",774,16,5148714,0.00015033,0.00000311,1.025
2020-03-09,0,"South Dakota",0,0,884659,0,0,0.001
2020-03-10,1,"South Dakota",5,1,884659,0.00000565,0.00000113,0.001
2020-03-11,2,"South Dakota",8,1,884659,0.00000904,0.00000113,0.001
2020-03-12,3,"South Dakota",8,1,884659,0.00000904,0.00000113,5
2020-03-13,4,"South Dakota",9,1,884659,0.00001017,0.00000113,1.35
2020-03-14,5,"South Dakota",9,1,884659,0.00001017,0.00000113,0.325
2020-03-15,6,"South Dakota",9,1,884659,0.00001017,0.00000113,0.055
2020-03-16,7,"South Dakota",10,1,884659,0.0000113,0.00000113,0.073
2020-03-17,8,"South Dakota",11,1,884659,0.00001243,0.00000113,0.087
2020-03-18,9,"South Dakota",11,1,884659,0.00001243,0.00000113,0.043
2020-03-19,10,"South Dakota",14,1,884659,0.00001583,0.00000113,0.143
