"Date","Day","State","Cases","Death","Population","Cases_Percent","Death_Percent","Beta"
2020-03-20,11,"South Dakota",14,1,884659,0.00001583,0.00000113,0.107
2020-03-21,12,"South Dakota",14,1,884659,0.00001583,0.00000113,0.085
2020-03-22,13,"South Dakota",21,1,884659,0.00002374,0.00000113,0.211
2020-03-23,14,"South Dakota",28,1,884659,0.00003165,0.00000113,0.283
2020-03-24,15,"South Dakota",30,1,884659,0.00003391,0.00000113,0.269
2020-03-25,16,"South Dakota",41,1,884659,0.00004635,0.00000113,0.335
2020-03-26,17,"South Dakota",46,1,884659,0.000052,0.00000113,0.333
2020-03-27,18,"South Dakota",58,1,884659,0.00006556,0.00000113,0.365
2020-03-28,19,"South Dakota",68,1,884659,0.00007687,0.00000113,0.373
2020-03-29,20,"South Dakota",90,1,884659,0.00010173,0.00000113,0.411
2020-03-04,0,"Tennessee",0,0,6829174,0,0,0.001
2020-03-05,1,"Tennessee",1,0,6829174,0.00000015,0,0.001
2020-03-06,2,"Tennessee",1,0,6829174,0.00000015,0,0.001
2020-03-07,3,"Tennessee",1,0,6829174,0.00000015,0,0.001
2020-03-08,4,"Tennessee",3,0,6829174,0.00000044,0,5
2020-03-09,5,"Tennessee",4,0,6829174,0.00000059,0,3.2
2020-03-10,6,"Tennessee",7,0,6829174,0.00000103,0,3.4
2020-03-11,7,"Tennessee",8,0,6829174,0.00000117,0,2.35
2020-03-12,8,"Tennessee",18,0,6829174,0.00000264,0,3.2
2020-03-13,9,"Tennessee",26,0,6829174,0.00000381,0,2.95
2020-03-14,10,"Tennessee",32,0,6829174,0.00000469,0,2.5
2020-03-15,11,"Tennessee",39,0,6829174,0.00000571,0,2.2
2020-03-16,12,"Tennessee",52,0,6829174,0.00000761,0,2.05
2020-03-17,13,"Tennessee",73,0,6829174,0.00001069,0,2
2020-03-18,14,"Tennessee",98,0,6829174,0.00001435,0,1.925
2020-03-19,15,"Tennessee",155,0,6829174,0.0000227,0,1.975
2020-03-20,16,"Tennessee",237,0,6829174,0.0000347,0,2
2020-03-21,17,"Tennessee",312,2,6829174,0.00004569,0.00000029,1.925
2020-03-22,18,"Tennessee",424,2,6829174,0.00006209,0.00000029,1.9
2020-03-23,19,"Tennessee",522,2,6829174,0.00007644,0.00000029,1.8
2020-03-24,20,"Tennessee",679,2,6829174,0.00009943,0.00000029,1.75
2020-03-25,21,"Tennessee",784,3,6829174,0.0001148,0.00000044,1.625
2020-03-26,22,"Tennessee",981,3,6829174,0.00014365,0.00000044,1.575
2020-03-27,23,"Tennessee",1062,6,6829174,0.00015551,0.00000088,1.475
2020-03-28,24,"Tennessee",1373,6,6829174,0.00020105,0.00000088,1.45
2020-03-29,25,"Tennessee",1537,7,6829174,0.00022506,0.00000103,1.375
2020-03-04,0,"Texas",0,0,28995881,0,0,0.001
2020-03-05,1,"Texas",4,0,28995881,0.00000014,0,0.001
2020-03-06,2,"Texas",5,0,28995881,0.00000017,0,0.001
2020-03-07,3,"Texas",5,0,28995881,0.00000017,0,0.889
2020-03-08,4,"Texas",5,0,28995881,0.00000017,0,0.001
2020-03-09,5,"Texas",12,0,28995881,0.00000041,0,1.875
2020-03-10,6,"Texas",16,0,28995881,0.00000055,0,1.625
2020-03-11,7,"Texas",21,0,28995881,0.00000072,0,1.45
2020-03-12,8,"Texas",21,0,28995881,0.00000072,0,0.967
2020-03-13,9,"Texas",23,0,28995881,0.00000079,0,0.789
2020-03-14,10,"Texas",23,0,28995881,0.00000079,0,0.601
2020-03-15,11,"Texas",57,0,28995881,0.00000197,0,1.15
2020-03-16,12,"Texas",57,0,28995881,0.00000197,0,0.941
2020-03-17,13,"Texas",64,1,28995881,0.00000221,0.00000003,0.855
2020-03-18,14,"Texas",83,2,28995881,0.00000286,0.00000007,0.867
2020-03-19,15,"Texas",143,3,28995881,0.00000493,0.0000001,1.025
2020-03-20,16,"Texas",194,5,28995881,0.00000669,0.00000017,1.05
2020-03-21,17,"Texas",306,5,28995881,0.00001055,0.00000017,1.125
2020-03-22,18,"Texas",331,5,28995881,0.00001142,0.00000017,1.05
2020-03-23,19,"Texas",352,8,28995881,0.00001214,0.00000028,0.965
2020-03-24,20,"Texas",715,10,28995881,0.00002466,0.00000034,1.15
2020-03-25,21,"Texas",974,12,28995881,0.00003359,0.00000041,1.15
2020-03-26,22,"Texas",1396,17,28995881,0.00004814,0.00000059,1.175
2020-03-27,23,"Texas",1731,23,28995881,0.0000597,0.00000079,1.15
2020-03-28,24,"Texas",2052,27,28995881,0.00007077,0.00000093,1.125
2020-03-29,25,"Texas",2552,34,28995881,0.00008801,0.00000117,1.1
2020-03-30,26,"Texas",2877,38,28995881,0.00009922,0.00000131,1.05
2020-02-24,0,"Utah",0,0,3205958,0,0,0.001
2020-02-25,1,"Utah",1,0,3205958,0.00000031,0,0.001
2020-02-26,2,"Utah",1,0,3205958,0.00000031,0,0.001
2020-02-27,3,"Utah",1,0,3205958,0.00000031,0,0.001
2020-02-28,4,"Utah",1,0,3205958,0.00000031,0,0.001
2020-02-29,5,"Utah",1,0,3205958,0.00000031,0,0.001
2020-03-01,6,"Utah",1,0,3205958,0.00000031,0,0.001
2020-03-02,7,"Utah",1,0,3205958,0.00000031,0,0.001
2020-03-03,8,"Utah",1,0,3205958,0.00000031,0,0.001
2020-03-04,9,"Utah",1,0,3205958,0.00000031,0,0.001
2020-03-05,10,"Utah",1,0,3205958,0.00000031,0,0.001
2020-03-06,11,"Utah",3,0,3205958,0.00000094,0,0.145
2020-03-07,12,"Utah",3,0,3205958,0.00000094,0,0.115
2020-03-08,13,"Utah",3,0,3205958,0.00000094,0,0.095
2020-03-09,14,"Utah",3,0,3205958,0.00000094,0,0.081
2020-03-10,15,"Utah",4,0,3205958,0.00000125,0,0.147
2020-03-11,16,"Utah",5,0,3205958,0.00000156,0,0.191
2020-03-12,17,"Utah",7,0,3205958,0.00000218,0,0.259
2020-03-13,18,"Utah",7,0,3205958,0.00000218,0,0.235
2020-03-14,19,"Utah",21,0,3205958,0.00000655,0,0.493
2020-03-15,20,"Utah",29,0,3205958,0.00000905,0,0.539
2020-03-16,21,"Utah",40,0,3205958,0.00001248,0,0.579
2020-03-17,22,"Utah",51,0,3205958,0.00001591,0,0.595
2020-03-18,23,"Utah",65,0,3205958,0.00002027,0,0.611
2020-03-19,24,"Utah",80,0,3205958,0.00002495,0,0.617
2020-03-20,25,"Utah",112,0,3205958,0.00003493,0,0.651
2020-03-21,26,"Utah",138,0,3205958,0.00004304,0,0.653
2020-03-22,27,"Utah",182,1,3205958,0.00005677,0.00000031,0.671
2020-03-23,28,"Utah",257,1,3205958,0.00008016,0.00000031,0.701
2020-03-24,29,"Utah",298,1,3205958,0.00009295,0.00000031,0.691
2020-03-25,30,"Utah",346,1,3205958,0.00010792,0.00000031,0.681
2020-03-26,31,"Utah",402,1,3205958,0.00012539,0.00000031,0.673
2020-03-27,32,"Utah",480,2,3205958,0.00014972,0.00000062,0.669
2020-03-28,33,"Utah",608,2,3205958,0.00018965,0.00000062,0.677
2020-03-29,34,"Utah",719,2,3205958,0.00022427,0.00000062,0.671
2020-03-06,0,"Vermont",0,0,623989,0,0,0.001
2020-03-07,1,"Vermont",1,0,623989,0.0000016,0,0.001
2020-03-08,2,"Vermont",1,0,623989,0.0000016,0,0.001
2020-03-09,3,"Vermont",1,0,623989,0.0000016,0,0.001
2020-03-10,4,"Vermont",1,0,623989,0.0000016,0,0.001
2020-03-11,5,"Vermont",2,0,623989,0.00000321,0,0.619
2020-03-12,6,"Vermont",2,0,623989,0.00000321,0,0.221
2020-03-13,7,"Vermont",2,0,623989,0.00000321,0,0.077
2020-03-14,8,"Vermont",5,0,623989,0.00000801,0,0.933
2020-03-15,9,"Vermont",8,0,623989,0.00001282,0,1.175
2020-03-16,10,"Vermont",12,0,623989,0.00001923,0,1.275
2020-03-17,11,"Vermont",14,0,623989,0.00002244,0,1.15
2020-03-18,12,"Vermont",19,0,623989,0.00003045,0,1.175
2020-03-19,13,"Vermont",22,2,623989,0.00003526,0.00000321,1.075
2020-03-20,14,"Vermont",29,2,623989,0.00004648,0.00000321,1.075
2020-03-21,15,"Vermont",49,2,623989,0.00007853,0.00000321,1.225
2020-03-22,16,"Vermont",52,2,623989,0.00008333,0.00000321,1.1
2020-03-23,17,"Vermont",75,2,623989,0.00012019,0.00000321,1.125
2020-03-24,18,"Vermont",95,7,623989,0.00015225,0.00001122,1.125
2020-03-25,19,"Vermont",123,8,623989,0.00019712,0.00001282,1.1
2020-03-26,20,"Vermont",158,9,623989,0.00025321,0.00001442,1.1
2020-03-27,21,"Vermont",184,10,623989,0.00029488,0.00001603,1.05
2020-03-28,22,"Vermont",211,12,623989,0.00033815,0.00001923,1
2020-03-29,23,"Vermont",235,12,623989,0.00037661,0.00001923,0.961
2020-03-06,0,"Virginia",0,0,8535519,0,0,0.001
2020-03-07,1,"Virginia",1,0,8535519,0.00000012,0,0.001
2020-03-08,2,"Virginia",2,0,8535519,0.00000023,0,0.001
2020-03-09,3,"Virginia",5,0,8535519,0.00000059,0,20
2020-03-10,4,"Virginia",8,0,8535519,0.00000094,0,20
2020-03-11,5,"Virginia",10,0,8535519,0.00000117,0,9.5
2020-03-12,6,"Virginia",17,0,8535519,0.00000199,0,8
2020-03-13,7,"Virginia",30,0,8535519,0.00000351,0,7
2020-03-14,8,"Virginia",42,1,8535519,0.00000492,0.00000012,5.5
2020-03-15,9,"Virginia",45,1,8535519,0.00000527,0.00000012,4.1
2020-03-16,10,"Virginia",51,1,8535519,0.00000598,0.00000012,3.3
2020-03-17,11,"Virginia",67,2,8535519,0.00000785,0.00000023,2.95
2020-03-18,12,"Virginia",78,2,8535519,0.00000914,0.00000023,2.5
2020-03-19,13,"Virginia",94,2,8535519,0.00001101,0.00000023,2.25
2020-03-20,14,"Virginia",115,2,8535519,0.00001347,0.00000023,2.05
2020-03-21,15,"Virginia",152,3,8535519,0.00001781,0.00000035,1.975
2020-03-22,16,"Virginia",219,6,8535519,0.00002566,0.0000007,1.95
2020-03-23,17,"Virginia",254,6,8535519,0.00002976,0.0000007,1.8
2020-03-24,18,"Virginia",290,7,8535519,0.00003398,0.00000082,1.675
2020-03-25,19,"Virginia",391,9,8535519,0.00004581,0.00000105,1.65
2020-03-26,20,"Virginia",604,14,8535519,0.00007076,0.00000164,1.675
2020-03-27,21,"Virginia",606,14,8535519,0.000071,0.00000164,1.525
2020-03-28,22,"Virginia",740,17,8535519,0.0000867,0.00000199,1.475
2020-03-29,23,"Virginia",890,22,8535519,0.00010427,0.00000258,1.4
2020-01-20,0,"Washington",0,0,7614893,0,0,0.001
2020-01-21,1,"Washington",1,0,7614893,0.00000013,0,0.001
2020-01-22,2,"Washington",1,0,7614893,0.00000013,0,0.001
2020-01-23,3,"Washington",1,0,7614893,0.00000013,0,0.001
2020-01-24,4,"Washington",1,0,7614893,0.00000013,0,0.001
2020-01-25,5,"Washington",1,0,7614893,0.00000013,0,0.001
2020-01-26,6,"Washington",1,0,7614893,0.00000013,0,0.001
2020-01-27,7,"Washington",1,0,7614893,0.00000013,0,0.001
2020-01-28,8,"Washington",1,0,7614893,0.00000013,0,0.001
2020-01-29,9,"Washington",1,0,7614893,0.00000013,0,0.001
2020-01-30,10,"Washington",1,0,7614893,0.00000013,0,0.001
2020-01-31,11,"Washington",1,0,7614893,0.00000013,0,0.001
2020-02-01,12,"Washington",1,0,7614893,0.00000013,0,0.001
2020-02-02,13,"Washington",1,0,7614893,0.00000013,0,0.001
2020-02-03,14,"Washington",1,0,7614893,0.00000013,0,0.001
2020-02-04,15,"Washington",1,0,7614893,0.00000013,0,0.001
2020-02-05,16,"Washington",1,0,7614893,0.00000013,0,0.001
2020-02-06,17,"Washington",1,0,7614893,0.00000013,0,0.001
2020-02-07,18,"Washington",1,0,7614893,0.00000013,0,0.001
2020-02-08,19,"Washington",1,0,7614893,0.00000013,0,0.001
2020-02-09,20,"Washington",1,0,7614893,0.00000013,0,0.001
2020-02-10,21,"Washington",1,0,7614893,0.00000013,0,0.001
2020-02-11,22,"Washington",1,0,7614893,0.00000013,0,0.001
2020-02-12,23,"Washington",1,0,7614893,0.00000013,0,0.001
2020-02-13,24,"Washington",1,0,7614893,0.00000013,0,0.001
2020-02-14,25,"Washington",1,0,7614893,0.00000013,0,0.001
2020-02-15,26,"Washington",1,0,7614893,0.00000013,0,0.001
2020-02-16,27,"Washington",1,0,7614893,0.00000013,0,0.001
2020-02-17,28,"Washington",1,0,7614893,0.00000013,0,0.001
2020-02-18,29,"Washington",1,0,7614893,0.00000013,0,0.001
2020-02-19,30,"Washington",1,0,7614893,0.00000013,0,0.001
2020-02-20,31,"Washington",1,0,7614893,0.00000013,0,0.001
2020-02-21,32,"Washington",1,0,7614893,0.00000013,0,0.001
2020-02-22,33,"Washington",1,0,7614893,0.00000013,0,0.001
2020-02-23,34,"Washington",1,0,7614893,0.00000013,0,0.001
2020-02-24,35,"Washington",5,0,7614893,0.00000066,0,0.075
2020-02-25,36,"Washington",5,0,7614893,0.00000066,0,0.075
2020-02-26,37,"Washington",5,0,7614893,0.00000066,0,0.073
2020-02-27,38,"Washington",5,0,7614893,0.00000066,0,0.071
2020-02-28,39,"Washington",7,0,7614893,0.00000092,0,0.099
2020-02-29,40,"Washington",10,1,7614893,0.00000131,0.00000013,0.125
2020-03-01,41,"Washington",17,3,7614893,0.00000223,0.00000039,0.165
2020-03-02,42,"Washington",23,6,7614893,0.00000302,0.00000079,0.185
2020-03-03,43,"Washington",32,10,7614893,0.0000042,0.00000131,0.205
2020-03-04,44,"Washington",47,11,7614893,0.00000617,0.00000144,0.229
2020-03-05,45,"Washington",75,11,7614893,0.00000985,0.00000144,0.259
2020-03-06,46,"Washington",86,12,7614893,0.00001129,0.00000158,0.263
2020-03-07,47,"Washington",110,16,7614893,0.00001445,0.0000021,0.275
2020-03-08,48,"Washington",141,19,7614893,0.00001852,0.0000025,0.287
2020-03-09,49,"Washington",179,22,7614893,0.00002351,0.00000289,0.297
2020-03-10,50,"Washington",279,24,7614893,0.00003664,0.00000315,0.321
2020-03-11,51,"Washington",338,29,7614893,0.00004439,0.00000381,0.329
2020-03-12,52,"Washington",419,32,7614893,0.00005502,0.0000042,0.335
2020-03-13,53,"Washington",511,37,7614893,0.00006711,0.00000486,0.343
2020-03-14,54,"Washington",609,40,7614893,0.00007997,0.00000525,0.347
2020-03-15,55,"Washington",675,42,7614893,0.00008864,0.00000552,0.347
2020-03-16,56,"Washington",794,48,7614893,0.00010427,0.0000063,0.349
2020-03-17,57,"Washington",908,54,7614893,0.00011924,0.00000709,0.351
2020-03-18,58,"Washington",1026,68,7614893,0.00013474,0.00000893,0.351
2020-03-19,59,"Washington",1228,75,7614893,0.00016126,0.00000985,0.355
2020-03-20,60,"Washington",1404,83,7614893,0.00018438,0.0000109,0.357
2020-03-21,61,"Washington",1655,95,7614893,0.00021734,0.00001248,0.359
2020-03-22,62,"Washington",1844,97,7614893,0.00024216,0.00001274,0.359
2020-03-23,63,"Washington",2101,110,7614893,0.00027591,0.00001445,0.361
2020-03-24,64,"Washington",2469,123,7614893,0.00032423,0.00001615,0.363
2020-03-25,65,"Washington",2585,130,7614893,0.00033947,0.00001707,0.359
2020-03-26,66,"Washington",3208,151,7614893,0.00042128,0.00001983,0.365
2020-03-27,67,"Washington",3770,177,7614893,0.00049508,0.00002324,0.367
2020-03-28,68,"Washington",4311,191,7614893,0.00056613,0.00002508,0.369
2020-03-29,69,"Washington",4896,207,7614893,0.00064295,0.00002718,0.369
2020-03-16,0,"West Virginia",0,0,1792147,0,0,0.001
2020-03-17,1,"West Virginia",1,0,1792147,0.00000056,0,0.001
2020-03-18,2,"West Virginia",2,0,1792147,0.00000112,0,0.001
2020-03-19,3,"West Virginia",5,0,1792147,0.00000279,0,20
2020-03-20,4,"West Virginia",8,0,1792147,0.00000446,0,20
2020-03-21,5,"West Virginia",12,0,1792147,0.0000067,0,11.5
2020-03-22,6,"West Virginia",16,0,1792147,0.00000893,0,7.5
2020-03-23,7,"West Virginia",16,0,1792147,0.00000893,0,4.45
2020-03-24,8,"West Virginia",39,0,1792147,0.00002176,0,5.5
2020-03-25,9,"West Virginia",51,0,1792147,0.00002846,0,4.45
2020-03-26,10,"West Virginia",76,0,1792147,0.00004241,0,4.1
2020-03-27,11,"West Virginia",96,0,1792147,0.00005357,0,3.55
2020-03-28,12,"West Virginia",113,0,1792147,0.00006305,0,3
2020-03-29,13,"West Virginia",124,1,1792147,0.00006919,0.00000056,2.55
2020-02-04,0,"Wisconsin",0,0,5822434,0,0,0.001
2020-02-05,1,"Wisconsin",1,0,5822434,0.00000017,0,0.001
2020-02-06,2,"Wisconsin",1,0,5822434,0.00000017,0,0.001
2020-02-07,3,"Wisconsin",1,0,5822434,0.00000017,0,0.001
2020-02-08,4,"Wisconsin",1,0,5822434,0.00000017,0,0.001
2020-02-09,5,"Wisconsin",1,0,5822434,0.00000017,0,0.001
2020-02-10,6,"Wisconsin",1,0,5822434,0.00000017,0,0.001
2020-02-11,7,"Wisconsin",1,0,5822434,0.00000017,0,0.001
2020-02-12,8,"Wisconsin",1,0,5822434,0.00000017,0,0.001
2020-02-13,9,"Wisconsin",1,0,5822434,0.00000017,0,0.001
2020-02-14,10,"Wisconsin",1,0,5822434,0.00000017,0,0.001
2020-02-15,11,"Wisconsin",1,0,5822434,0.00000017,0,0.001
2020-02-16,12,"Wisconsin",1,0,5822434,0.00000017,0,0.001
2020-02-17,13,"Wisconsin",1,0,5822434,0.00000017,0,0.001
2020-02-18,14,"Wisconsin",1,0,5822434,0.00000017,0,0.001
2020-02-19,15,"Wisconsin",1,0,5822434,0.00000017,0,0.001
2020-02-20,16,"Wisconsin",1,0,5822434,0.00000017,0,0.001
2020-02-21,17,"Wisconsin",1,0,5822434,0.00000017,0,0.001
2020-02-22,18,"Wisconsin",1,0,5822434,0.00000017,0,0.001
2020-02-23,19,"Wisconsin",1,0,5822434,0.00000017,0,0.001
2020-02-24,20,"Wisconsin",1,0,5822434,0.00000017,0,0.001
2020-02-25,21,"Wisconsin",1,0,5822434,0.00000017,0,0.001
2020-02-26,22,"Wisconsin",1,0,5822434,0.00000017,0,0.001
2020-02-27,23,"Wisconsin",1,0,5822434,0.00000017,0,0.001
2020-02-28,24,"Wisconsin",1,0,5822434,0.00000017,0,0.001
2020-02-29,25,"Wisconsin",1,0,5822434,0.00000017,0,0.001
2020-03-01,26,"Wisconsin",1,0,5822434,0.00000017,0,0.001
2020-03-02,27,"Wisconsin",1,0,5822434,0.00000017,0,0.001
2020-03-03,28,"Wisconsin",1,0,5822434,0.00000017,0,0.001
2020-03-04,29,"Wisconsin",1,0,5822434,0.00000017,0,0.001
2020-03-05,30,"Wisconsin",1,0,5822434,0.00000017,0,0.001
2020-03-06,31,"Wisconsin",1,0,5822434,0.00000017,0,0.001
2020-03-07,32,"Wisconsin",1,0,5822434,0.00000017,0,0.001
2020-03-08,33,"Wisconsin",1,0,5822434,0.00000017,0,0.001
2020-03-09,34,"Wisconsin",2,0,5822434,0.00000034,0,0.001
2020-03-10,35,"Wisconsin",3,0,5822434,0.00000052,0,0.025
2020-03-11,36,"Wisconsin",6,0,5822434,0.00000103,0,0.091
2020-03-12,37,"Wisconsin",8,0,5822434,0.00000137,0,0.113
2020-03-13,38,"Wisconsin",19,0,5822434,0.00000326,0,0.187
2020-03-14,39,"Wisconsin",27,0,5822434,0.00000464,0,0.211
2020-03-15,40,"Wisconsin",33,0,5822434,0.00000567,0,0.223
2020-03-16,41,"Wisconsin",47,0,5822434,0.00000807,0,0.247
2020-03-17,42,"Wisconsin",72,0,5822434,0.00001237,0,0.275
2020-03-18,43,"Wisconsin",106,0,5822434,0.00001821,0,0.301
2020-03-19,44,"Wisconsin",155,2,5822434,0.00002662,0.00000034,0.323
2020-03-20,45,"Wisconsin",216,3,5822434,0.0000371,0.00000052,0.343
2020-03-21,46,"Wisconsin",281,4,5822434,0.00004826,0.00000069,0.355
2020-03-22,47,"Wisconsin",382,4,5822434,0.00006561,0.00000069,0.371
2020-03-23,48,"Wisconsin",418,5,5822434,0.00007179,0.00000086,0.369
2020-03-24,49,"Wisconsin",481,5,5822434,0.00008261,0.00000086,0.371
2020-03-25,50,"Wisconsin",623,7,5822434,0.000107,0.0000012,0.381
2020-03-26,51,"Wisconsin",754,10,5822434,0.0001295,0.00000172,0.387
2020-03-27,52,"Wisconsin",930,16,5822434,0.00015973,0.00000275,0.393
2020-03-28,53,"Wisconsin",1042,17,5822434,0.00017896,0.00000292,0.393
2020-03-29,54,"Wisconsin",1120,17,5822434,0.00019236,0.00000292,0.389
2020-03-10,0,"Wyoming",0,0,578759,0,0,0.001
2020-03-11,1,"Wyoming",1,0,578759,0.00000173,0,0.001
2020-03-12,2,"Wyoming",1,0,578759,0.00000173,0,0.001
2020-03-13,3,"Wyoming",2,0,578759,0.00000346,0,9.5
2020-03-14,4,"Wyoming",3,0,578759,0.00000518,0,5
2020-03-15,5,"Wyoming",3,0,578759,0.00000518,0,1.975
2020-03-16,6,"Wyoming",10,0,578759,0.00001728,0,5
2020-03-17,7,"Wyoming",15,0,578759,0.00002592,0,4.25
2020-03-18,8,"Wyoming",17,0,578759,0.00002937,0,3.1
2020-03-19,9,"Wyoming",18,0,578759,0.0000311,0,2.3
2020-03-20,10,"Wyoming",22,0,578759,0.00003801,0,2
2020-03-21,11,"Wyoming",24,0,578759,0.00004147,0,1.675
2020-03-22,12,"Wyoming",26,0,578759,0.00004492,0,1.425
2020-03-23,13,"Wyoming",28,0,578759,0.00004838,0,1.225
2020-03-24,14,"Wyoming",37,0,578759,0.00006393,0,1.225
2020-03-25,15,"Wyoming",49,0,578759,0.00008466,0,1.225
2020-03-26,16,"Wyoming",56,0,578759,0.00009676,0,1.125
2020-03-27,17,"Wyoming",73,0,578759,0.00012613,0,1.125
2020-03-28,18,"Wyoming",84,0,578759,0.00014514,0,1.05
2020-03-29,19,"Wyoming",87,0,578759,0.00015032,0,0.967
