"State","Date","Day","Cases","Death","Population","Cases_Percent","Death_Percent","Beta"
"Alabama",2020-03-24,0,0,0,4903185,0,0,NA
"Alabama",2020-03-25,1,381,1,4903185,0.0000777,0.0000002,0
"Alabama",2020-03-26,2,517,1,4903185,0.00010544,0.0000002,0
"Alabama",2020-03-27,3,587,4,4903185,0.00011972,0.00000082,4.575
"Alabama",2020-03-28,4,694,4,4903185,0.00014154,0.00000082,1.42
"Alabama",2020-03-29,5,825,10,4903185,0.00016826,0.00000204,0.842
"Alabama",2020-03-30,6,899,10,4903185,0.00018335,0.00000204,0.499
"Alabama",2020-03-31,7,987,23,4903185,0.0002013,0.00000469,0.37
"Alabama",2020-04-01,8,1060,27,4903185,0.00021619,0.00000551,0.288
"Alabama",2020-04-02,9,1233,32,4903185,0.00025147,0.00000653,0.304
"Alabama",2020-04-03,10,1495,38,4903185,0.0003049,0.00000775,0.345
"Alabama",2020-04-04,11,1614,44,4903185,0.00032917,0.00000897,0.313
"Alabama",2020-04-05,12,1765,45,4903185,0.00035997,0.00000918,0.297
"Alaska",2020-03-24,0,0,0,731545,0,0,NA
"Alaska",2020-03-25,1,41,1,731545,0.00005605,0.00000137,0
"Alaska",2020-03-26,2,56,1,731545,0.00007655,0.00000137,0
"Alaska",2020-03-27,3,58,1,731545,0.00007928,0.00000137,3.15
"Alaska",2020-03-28,4,85,2,731545,0.00011619,0.00000273,2.225
"Alaska",2020-03-29,5,102,2,731545,0.00013943,0.00000273,1.288
"Alaska",2020-03-30,6,114,3,731545,0.00015583,0.0000041,0.815
"Alaska",2020-03-31,7,119,3,731545,0.00016267,0.0000041,0.517
"Alaska",2020-04-01,8,132,3,731545,0.00018044,0.0000041,0.429
"Alaska",2020-04-02,9,143,3,731545,0.00019548,0.0000041,0.361
"Alaska",2020-04-03,10,157,3,731545,0.00021461,0.0000041,0.329
"Alaska",2020-04-04,11,171,5,731545,0.00023375,0.00000683,0.304
"Alaska",2020-04-05,12,185,6,731545,0.00025289,0.0000082,0.284
"Arizona",2020-03-20,0,0,0,7278717,0,0,NA
"Arizona",2020-03-21,1,104,1,7278717,0.00001429,0.00000014,0
"Arizona",2020-03-22,2,152,2,7278717,0.00002088,0.00000027,0
"Arizona",2020-03-23,3,235,2,7278717,0.00003229,0.00000027,12.5
"Arizona",2020-03-24,4,326,5,7278717,0.00004479,0.00000069,5.5
"Arizona",2020-03-25,5,401,6,7278717,0.00005509,0.00000082,3.075
"Arizona",2020-03-26,6,508,8,7278717,0.00006979,0.0000011,2.225
"Arizona",2020-03-27,7,665,13,7278717,0.00009136,0.00000179,1.89
"Arizona",2020-03-28,8,773,15,7278717,0.0001062,0.00000206,1.499
"Arizona",2020-03-29,9,919,17,7278717,0.00012626,0.00000234,1.288
"Arizona",2020-03-30,10,1157,20,7278717,0.00015896,0.00000275,1.206
"Arizona",2020-03-31,11,1289,24,7278717,0.00017709,0.0000033,1.044
"Arizona",2020-04-01,12,1530,29,7278717,0.0002102,0.00000398,0.972
"Arizona",2020-04-02,13,1715,32,7278717,0.00023562,0.0000044,0.882
"Arizona",2020-04-03,14,1937,41,7278717,0.00026612,0.00000563,0.817
"Arizona",2020-04-04,15,2187,52,7278717,0.00030047,0.00000714,0.766
"Arizona",2020-04-05,16,2486,64,7278717,0.00034154,0.00000879,0.727
"Arkansas",2020-03-23,0,0,0,3017804,0,0,NA
"Arkansas",2020-03-24,1,219,2,3017804,0.00007257,0.00000066,0
"Arkansas",2020-03-25,2,280,2,3017804,0.00009278,0.00000066,0
"Arkansas",2020-03-26,3,335,2,3017804,0.00011101,0.00000066,4.45
"Arkansas",2020-03-27,4,381,3,3017804,0.00012625,0.00000099,1.157
"Arkansas",2020-03-28,5,409,5,3017804,0.00013553,0.00000166,0.422
"Arkansas",2020-03-29,6,426,6,3017804,0.00014116,0.00000199,0.172
"Arkansas",2020-03-30,7,473,7,3017804,0.00015674,0.00000232,0.156
"Arkansas",2020-03-31,8,523,8,3017804,0.0001733,0.00000265,0.154
"Arkansas",2020-04-01,9,584,10,3017804,0.00019352,0.00000331,0.166
"Arkansas",2020-04-02,10,643,12,3017804,0.00021307,0.00000398,0.169
"Arkansas",2020-04-03,11,704,12,3017804,0.00023328,0.00000398,0.172
"Arkansas",2020-04-04,12,743,14,3017804,0.00024621,0.00000464,0.16
"Arkansas",2020-04-05,13,837,16,3017804,0.00027735,0.0000053,0.176
"California",2020-03-03,0,0,0,39512223,0,0,NA
"California",2020-03-04,1,35,1,39512223,0.00000089,0.00000003,0
"California",2020-03-05,2,51,1,39512223,0.00000129,0.00000003,0
"California",2020-03-06,3,59,1,39512223,0.00000149,0.00000003,6
"California",2020-03-07,4,81,1,39512223,0.00000205,0.00000003,2.975
"California",2020-03-08,5,95,1,39512223,0.0000024,0.00000003,1.572
"California",2020-03-09,6,101,1,39512223,0.00000256,0.00000003,0.886
"California",2020-03-10,7,144,2,39512223,0.00000364,0.00000005,1.033
"California",2020-03-11,8,178,4,39512223,0.0000045,0.0000001,0.946
"California",2020-03-12,9,221,4,39512223,0.00000559,0.0000001,0.899
"California",2020-03-13,10,281,4,39512223,0.00000711,0.0000001,0.889
"California",2020-03-14,11,372,3,39512223,0.00000941,0.00000008,0.915
"California",2020-03-15,12,373,5,39512223,0.00000944,0.00000013,0.751
"California",2020-03-16,13,557,7,39512223,0.0000141,0.00000018,0.858
"California",2020-03-17,14,700,12,39512223,0.00001772,0.0000003,0.853
"California",2020-03-18,15,828,16,39512223,0.00002096,0.0000004,0.82
"California",2020-03-19,16,1005,18,39512223,0.00002544,0.00000046,0.804
"California",2020-03-20,17,1243,24,39512223,0.00003146,0.00000061,0.799
"California",2020-03-21,18,1405,25,39512223,0.00003556,0.00000063,0.761
"California",2020-03-22,19,1646,30,39512223,0.00004166,0.00000076,0.741
"California",2020-03-23,20,2108,39,39512223,0.00005335,0.00000099,0.753
"California",2020-03-24,21,2538,50,39512223,0.00006423,0.00000127,0.744
"California",2020-03-25,22,2998,65,39512223,0.00007588,0.00000165,0.731
"California",2020-03-26,23,3899,81,39512223,0.00009868,0.00000205,0.746
"California",2020-03-27,24,4657,94,39512223,0.00011786,0.00000238,0.737
"California",2020-03-28,25,5095,110,39512223,0.00012895,0.00000278,0.708
"California",2020-03-29,26,5852,124,39512223,0.00014811,0.00000314,0.694
"California",2020-03-30,27,7138,146,39512223,0.00018065,0.0000037,0.693
"California",2020-03-31,28,8210,173,39512223,0.00020778,0.00000438,0.681
"California",2020-04-01,29,9399,199,39512223,0.00023788,0.00000504,0.669
"California",2020-04-02,30,10773,238,39512223,0.00027265,0.00000602,0.658
"California",2020-04-03,31,12004,265,39512223,0.0003038,0.00000671,0.643
"California",2020-04-04,32,12837,289,39512223,0.00032489,0.00000731,0.623
"California",2020-04-05,33,15034,348,39512223,0.00038049,0.00000881,0.619
"Colorado",2020-03-12,0,0,0,5758736,0,0,NA
"Colorado",2020-03-13,1,76,1,5758736,0.0000132,0.00000017,0
"Colorado",2020-03-15,3,99,1,5758736,0.00001719,0.00000017,0
"Colorado",2020-03-16,4,132,1,5758736,0.00002292,0.00000017,7
"Colorado",2020-03-17,5,167,2,5758736,0.000029,0.00000035,2.625
"Colorado",2020-03-18,6,218,2,5758736,0.00003786,0.00000035,1.803
"Colorado",2020-03-19,7,277,4,5758736,0.0000481,0.00000069,1.428
"Colorado",2020-03-20,8,363,4,5758736,0.00006303,0.00000069,1.305
"Colorado",2020-03-21,9,475,6,5758736,0.00008248,0.00000104,1.236
"Colorado",2020-03-22,10,591,6,5758736,0.00010263,0.00000104,1.135
"Colorado",2020-03-23,11,704,7,5758736,0.00012225,0.00000122,1.025
"Colorado",2020-03-24,12,723,8,5758736,0.00012555,0.00000139,0.834
"Colorado",2020-03-25,13,1021,16,5758736,0.0001773,0.00000278,0.908
"Colorado",2020-03-26,14,1430,19,5758736,0.00024832,0.0000033,0.965
"Colorado",2020-03-27,15,1433,27,5758736,0.00024884,0.00000469,0.824
"Colorado",2020-03-28,16,1740,31,5758736,0.00030215,0.00000538,0.806
"Colorado",2020-03-29,17,2307,47,5758736,0.00040061,0.00000816,0.831
"Colorado",2020-03-30,18,2311,47,5758736,0.0004013,0.00000816,0.739
"Colorado",2020-03-31,19,2966,69,5758736,0.00051504,0.00001198,0.752
"Colorado",2020-04-01,20,2982,69,5758736,0.00051782,0.00001198,0.682
"Colorado",2020-04-02,21,3342,80,5758736,0.00058034,0.00001389,0.656
"Colorado",2020-04-03,22,3742,97,5758736,0.0006498,0.00001684,0.634
"Colorado",2020-04-04,23,4188,111,5758736,0.00072724,0.00001928,0.614
"Colorado",2020-04-05,24,4950,140,5758736,0.00085956,0.00002431,0.61
"Connecticut",2020-03-17,0,0,0,3565287,0,0,NA
"Connecticut",2020-03-18,1,96,1,3565287,0.00002693,0.00000028,0
"Connecticut",2020-03-19,2,159,3,3565287,0.0000446,0.00000084,0
"Connecticut",2020-03-20,3,194,4,3565287,0.00005441,0.00000112,10
"Connecticut",2020-03-21,4,194,4,3565287,0.00005441,0.00000112,2.05
"Connecticut",2020-03-22,5,327,8,3565287,0.00009172,0.00000224,2.5
"Connecticut",2020-03-23,6,415,10,3565287,0.0001164,0.0000028,1.878
"Connecticut",2020-03-24,7,618,12,3565287,0.00017334,0.00000337,1.905
"Connecticut",2020-03-25,8,875,19,3565287,0.00024542,0.00000533,1.838
"Connecticut",2020-03-26,9,1012,21,3565287,0.00028385,0.00000589,1.514
"Connecticut",2020-03-27,10,1291,27,3565287,0.0003621,0.00000757,1.408
"Connecticut",2020-03-28,11,1524,33,3565287,0.00042746,0.00000926,1.26
"Connecticut",2020-03-29,12,1993,34,3565287,0.000559,0.00000954,1.233
"Connecticut",2020-03-30,13,2571,36,3565287,0.00072112,0.0000101,1.203
"Connecticut",2020-03-31,14,3128,69,3565287,0.00087735,0.00001935,1.141
"Connecticut",2020-04-01,15,3557,85,3565287,0.00099768,0.00002384,1.055
"Connecticut",2020-04-02,16,3824,112,3565287,0.00107256,0.00003141,0.958
"Connecticut",2020-04-03,17,4914,131,3565287,0.00137829,0.00003674,0.957
"Connecticut",2020-04-04,18,5276,165,3565287,0.00147982,0.00004628,0.884
"Connecticut",2020-04-05,19,5675,189,3565287,0.00159174,0.00005301,0.823
"Delaware",2020-03-25,0,0,0,973764,0,0,NA
"Delaware",2020-03-26,1,130,1,973764,0.0001335,0.00000103,0
"Delaware",2020-03-27,2,163,2,973764,0.00016739,0.00000205,0
"Delaware",2020-03-28,3,214,5,973764,0.00021977,0.00000513,6
"Delaware",2020-03-29,4,232,6,973764,0.00023825,0.00000616,1.301
"Delaware",2020-03-30,5,264,6,973764,0.00027111,0.00000616,0.653
"Delaware",2020-03-31,6,319,10,973764,0.00032759,0.00001027,0.571
"Delaware",2020-04-01,7,368,11,973764,0.00037791,0.0000113,0.484
"Delaware",2020-04-02,8,393,12,973764,0.00040359,0.00001232,0.367
"Delaware",2020-04-03,9,450,14,973764,0.00046212,0.00001438,0.355
"Delaware",2020-04-04,10,593,14,973764,0.00060898,0.00001438,0.446
"Delaware",2020-04-05,11,673,14,973764,0.00069113,0.00001438,0.426
"District of Columbia",2020-03-19,0,0,0,705749,0,0,NA
"District of Columbia",2020-03-20,1,77,1,705749,0.0001091,0.00000142,0
"District of Columbia",2020-03-22,3,102,2,705749,0.00014453,0.00000283,0
"District of Columbia",2020-03-23,4,120,2,705749,0.00017003,0.00000283,4.775
"District of Columbia",2020-03-24,5,141,2,705749,0.00019979,0.00000283,1.451
"District of Columbia",2020-03-25,6,187,2,705749,0.00026497,0.00000283,1.207
"District of Columbia",2020-03-26,7,231,3,705749,0.00032731,0.00000425,0.976
"District of Columbia",2020-03-27,8,271,3,705749,0.00038399,0.00000425,0.794
"District of Columbia",2020-03-28,9,304,4,705749,0.00043075,0.00000567,0.647
"District of Columbia",2020-03-29,10,342,5,705749,0.00048459,0.00000708,0.563
"District of Columbia",2020-03-30,11,401,9,705749,0.00056819,0.00001275,0.541
"District of Columbia",2020-03-31,12,495,9,705749,0.00070138,0.00001275,0.56
"District of Columbia",2020-04-01,13,586,9,705749,0.00083032,0.00001275,0.552
"District of Columbia",2020-04-02,14,653,12,705749,0.00092526,0.000017,0.517
"District of Columbia",2020-04-03,15,757,15,705749,0.00107262,0.00002125,0.508
"District of Columbia",2020-04-04,16,902,21,705749,0.00127807,0.00002976,0.512
"District of Columbia",2020-04-05,17,1002,22,705749,0.00141977,0.00003117,0.49
"Florida",2020-03-07,0,0,0,21477737,0,0,NA
"Florida",2020-03-08,1,10,2,21477737,0.00000047,0.00000009,0
"Florida",2020-03-09,2,13,2,21477737,0.00000061,0.00000009,0
"Florida",2020-03-10,3,15,2,21477737,0.0000007,0.00000009,4
"Florida",2020-03-11,4,24,2,21477737,0.00000112,0.00000009,3.225
"Florida",2020-03-12,5,30,2,21477737,0.0000014,0.00000009,1.95
"Florida",2020-03-13,6,50,2,21477737,0.00000233,0.00000009,2.275
"Florida",2020-03-14,7,76,2,21477737,0.00000354,0.00000009,2.275
"Florida",2020-03-15,8,100,3,21477737,0.00000466,0.00000014,1.989
"Florida",2020-03-16,9,101,3,21477737,0.0000047,0.00000014,1.445
"Florida",2020-03-17,10,190,5,21477737,0.00000885,0.00000023,1.806
"Florida",2020-03-18,11,306,7,21477737,0.00001425,0.00000033,1.925
"Florida",2020-03-19,12,331,9,21477737,0.00001541,0.00000042,1.628
"Florida",2020-03-20,13,440,11,21477737,0.00002049,0.00000051,1.575
"Florida",2020-03-21,14,763,13,21477737,0.00003553,0.00000061,1.735
"Florida",2020-03-22,15,1004,13,21477737,0.00004675,0.00000061,1.674
"Florida",2020-03-23,16,1227,18,21477737,0.00005713,0.00000084,1.576
"Florida",2020-03-24,17,1412,18,21477737,0.00006574,0.00000084,1.46
"Florida",2020-03-25,18,1682,23,21477737,0.00007831,0.00000107,1.382
"Florida",2020-03-26,19,2357,29,21477737,0.00010974,0.00000135,1.392
"Florida",2020-03-27,20,2900,35,21477737,0.00013502,0.00000163,1.344
"Florida",2020-03-28,21,3763,54,21477737,0.0001752,0.00000251,1.323
"Florida",2020-03-29,22,4246,56,21477737,0.00019769,0.00000261,1.252
"Florida",2020-03-30,23,5473,63,21477737,0.00025482,0.00000293,1.236
"Florida",2020-03-31,24,6741,85,21477737,0.00031386,0.00000396,1.207
"Florida",2020-04-01,25,6956,87,21477737,0.00032387,0.00000405,1.127
"Florida",2020-04-02,26,9008,164,21477737,0.00041941,0.00000764,1.121
"Florida",2020-04-03,27,10268,170,21477737,0.00047808,0.00000792,1.081
"Florida",2020-04-04,28,11545,195,21477737,0.00053753,0.00000908,1.041
"Florida",2020-04-05,29,12350,221,21477737,0.00057501,0.00001029,0.994
"Georgia",2020-03-11,0,0,0,10617423,0,0,NA
"Georgia",2020-03-12,1,31,1,10617423,0.00000292,0.00000009,0
"Georgia",2020-03-13,2,42,1,10617423,0.00000396,0.00000009,0
"Georgia",2020-03-14,3,73,1,10617423,0.00000688,0.00000009,14
"Georgia",2020-03-15,4,99,1,10617423,0.00000932,0.00000009,6
"Georgia",2020-03-16,5,121,1,10617423,0.0000114,0.00000009,3.15
"Georgia",2020-03-17,6,146,1,10617423,0.00001375,0.00000009,2.125
"Georgia",2020-03-18,7,197,3,10617423,0.00001855,0.00000028,1.876
"Georgia",2020-03-19,8,287,10,10617423,0.00002703,0.00000094,1.866
"Georgia",2020-03-20,9,485,14,10617423,0.00004568,0.00000132,2.1
"Georgia",2020-03-21,10,555,20,10617423,0.00005227,0.00000188,1.743
"Georgia",2020-03-22,11,621,25,10617423,0.00005849,0.00000235,1.482
"Georgia",2020-03-23,12,772,25,10617423,0.00007271,0.00000235,1.383
"Georgia",2020-03-24,13,1026,32,10617423,0.00009663,0.00000301,1.358
"Georgia",2020-03-25,14,1247,40,10617423,0.00011745,0.00000377,1.277
"Georgia",2020-03-26,15,1525,48,10617423,0.00014363,0.00000452,1.216
"Georgia",2020-03-27,16,2000,64,10617423,0.00018837,0.00000603,1.204
"Georgia",2020-03-28,17,2366,69,10617423,0.00022284,0.0000065,1.143
"Georgia",2020-03-29,18,2651,80,10617423,0.00024968,0.00000753,1.068
"Georgia",2020-03-30,19,2808,87,10617423,0.00026447,0.00000819,0.983
"Georgia",2020-03-31,20,3929,111,10617423,0.00037005,0.00001045,1.012
"Georgia",2020-04-01,21,4638,139,10617423,0.00043683,0.00001309,0.979
"Georgia",2020-04-02,22,5348,163,10617423,0.0005037,0.00001535,0.943
"Georgia",2020-04-03,23,5831,184,10617423,0.00054919,0.00001733,0.894
"Georgia",2020-04-04,24,6160,201,10617423,0.00058018,0.00001893,0.843
"Georgia",2020-04-05,25,6647,211,10617423,0.00062605,0.00001987,0.804
"Hawaii",2020-03-23,0,0,0,1415872,0,0,NA
"Hawaii",2020-03-24,1,90,1,1415872,0.00006357,0.00000071,0
"Hawaii",2020-04-01,9,224,1,1415872,0.00015821,0.00000071,0
"Hawaii",2020-04-02,10,256,1,1415872,0.00018081,0.00000071,19.5
"Hawaii",2020-04-03,11,319,3,1415872,0.0002253,0.00000212,7
"Hawaii",2020-04-04,12,351,3,1415872,0.0002479,0.00000212,3.15
"Hawaii",2020-04-05,13,371,4,1415872,0.00026203,0.00000283,1.748
"Idaho",2020-03-25,0,0,0,1787065,0,0,NA
"Idaho",2020-03-26,1,146,3,1787065,0.0000817,0.00000168,0
"Idaho",2020-03-27,2,205,3,1787065,0.00011471,0.00000168,0
"Idaho",2020-03-28,3,234,4,1787065,0.00013094,0.00000224,5.5
"Idaho",2020-03-29,4,281,5,1787065,0.00015724,0.0000028,1.75
"Idaho",2020-03-30,5,340,6,1787065,0.00019026,0.00000336,1.069
"Idaho",2020-03-31,6,515,8,1787065,0.00028818,0.00000448,1.348
"Idaho",2020-04-01,7,566,9,1787065,0.00031672,0.00000504,0.945
"Idaho",2020-04-02,8,776,9,1787065,0.00043423,0.00000504,1.012
"Idaho",2020-04-03,9,891,9,1787065,0.00049858,0.00000504,0.869
"Idaho",2020-04-04,10,1022,10,1787065,0.00057189,0.0000056,0.775
"Idaho",2020-04-05,11,1078,10,1787065,0.00060322,0.0000056,0.652
"Illinois",2020-03-16,0,0,0,12671821,0,0,NA
"Illinois",2020-03-17,1,161,1,12671821,0.00001271,0.00000008,0
"Illinois",2020-03-18,2,272,1,12671821,0.00002146,0.00000008,0
"Illinois",2020-03-19,3,422,4,12671821,0.0000333,0.00000032,16.5
"Illinois",2020-03-20,4,585,5,12671821,0.00004617,0.00000039,7
"Illinois",2020-03-21,5,753,6,12671821,0.00005942,0.00000047,4.1
"Illinois",2020-03-22,6,1049,9,12671821,0.00008278,0.00000071,3.2
"Illinois",2020-03-23,7,1285,12,12671821,0.00010141,0.00000095,2.4
"Illinois",2020-03-24,8,1537,16,12671821,0.00012129,0.00000126,1.92
"Illinois",2020-03-25,9,1865,19,12671821,0.00014718,0.0000015,1.642
"Illinois",2020-03-26,10,2538,26,12671821,0.00020029,0.00000205,1.589
"Illinois",2020-03-27,11,3024,34,12671821,0.00023864,0.00000268,1.419
"Illinois",2020-03-28,12,3491,47,12671821,0.00027549,0.00000371,1.268
"Illinois",2020-03-29,13,4596,66,12671821,0.00036269,0.00000521,1.248
"Illinois",2020-03-30,14,5056,73,12671821,0.000399,0.00000576,1.118
"Illinois",2020-03-31,15,5994,99,12671821,0.00047302,0.00000781,1.057
"Illinois",2020-04-01,16,6980,141,12671821,0.00055083,0.00001113,0.999
"Illinois",2020-04-02,17,7695,163,12671821,0.00060725,0.00001286,0.926
"Illinois",2020-04-03,18,8904,210,12671821,0.00070266,0.00001657,0.886
"Illinois",2020-04-04,19,10357,244,12671821,0.00081733,0.00001926,0.853
"Illinois",2020-04-05,20,11259,274,12671821,0.00088851,0.00002162,0.803
"Indiana",2020-03-15,0,0,0,6732219,0,0,NA
"Indiana",2020-03-16,1,25,1,6732219,0.00000371,0.00000015,0
"Indiana",2020-03-17,2,30,2,6732219,0.00000446,0.0000003,0
"Indiana",2020-03-18,3,38,2,6732219,0.00000564,0.0000003,4.325
"Indiana",2020-03-19,4,60,2,6732219,0.00000891,0.0000003,3.275
"Indiana",2020-03-20,5,86,3,6732219,0.00001277,0.00000045,2.55
"Indiana",2020-03-21,6,128,4,6732219,0.00001901,0.00000059,2.375
"Indiana",2020-03-22,7,204,6,6732219,0.0000303,0.00000089,2.45
"Indiana",2020-03-23,8,270,7,6732219,0.00004011,0.00000104,2.15
"Indiana",2020-03-24,9,368,12,6732219,0.00005466,0.00000178,1.995
"Indiana",2020-03-25,10,477,14,6732219,0.00007085,0.00000208,1.824
"Indiana",2020-03-26,11,645,17,6732219,0.00009581,0.00000253,1.746
"Indiana",2020-03-27,12,979,25,6732219,0.00014542,0.00000371,1.799
"Indiana",2020-03-28,13,1233,31,6732219,0.00018315,0.0000046,1.679
"Indiana",2020-03-29,14,1513,32,6732219,0.00022474,0.00000475,1.566
"Indiana",2020-03-30,15,1786,35,6732219,0.00026529,0.0000052,1.449
"Indiana",2020-03-31,16,2158,49,6732219,0.00032055,0.00000728,1.369
"Indiana",2020-04-01,17,2564,65,6732219,0.00038086,0.00000966,1.293
"Indiana",2020-04-02,18,3038,78,6732219,0.00045126,0.00001159,1.228
"Indiana",2020-04-03,19,3437,102,6732219,0.00051053,0.00001515,1.154
"Indiana",2020-04-04,20,3953,116,6732219,0.00058718,0.00001723,1.097
"Indiana",2020-04-05,21,4411,127,6732219,0.00065521,0.00001886,1.037
"Iowa",2020-03-24,0,0,0,3155070,0,0,NA
"Iowa",2020-03-25,1,146,1,3155070,0.00004627,0.00000032,0
"Iowa",2020-03-26,2,179,1,3155070,0.00005673,0.00000032,0
"Iowa",2020-03-27,3,235,3,3155070,0.00007448,0.00000095,5.5
"Iowa",2020-03-28,4,298,3,3155070,0.00009445,0.00000095,2.125
"Iowa",2020-03-29,5,336,4,3155070,0.0001065,0.00000127,1.032
"Iowa",2020-03-30,6,424,6,3155070,0.00013439,0.0000019,0.906
"Iowa",2020-03-31,7,497,7,3155070,0.00015752,0.00000222,0.743
"Iowa",2020-04-01,8,547,9,3155070,0.00017337,0.00000285,0.588
"Iowa",2020-04-02,9,614,11,3155070,0.00019461,0.00000349,0.515
"Iowa",2020-04-03,10,699,11,3155070,0.00022155,0.00000349,0.48
"Iowa",2020-04-04,11,787,14,3155070,0.00024944,0.00000444,0.45
"Iowa",2020-04-05,12,869,18,3155070,0.00027543,0.00000571,0.42
"Kansas",2020-03-12,0,0,0,2913314,0,0,NA
"Kansas",2020-03-13,1,6,1,2913314,0.00000206,0.00000034,0
"Kansas",2020-03-14,2,8,1,2913314,0.00000275,0.00000034,0
"Kansas",2020-03-15,3,8,1,2913314,0.00000275,0.00000034,2.25
"Kansas",2020-03-16,4,11,1,2913314,0.00000378,0.00000034,1.463
"Kansas",2020-03-17,5,18,1,2913314,0.00000618,0.00000034,1.978
"Kansas",2020-03-18,6,22,1,2913314,0.00000755,0.00000034,1.442
"Kansas",2020-03-19,7,35,1,2913314,0.00001201,0.00000034,1.695
"Kansas",2020-03-20,8,48,1,2913314,0.00001648,0.00000034,1.617
"Kansas",2020-03-21,9,57,2,2913314,0.00001957,0.00000069,1.379
"Kansas",2020-03-22,10,65,2,2913314,0.00002231,0.00000069,1.179
"Kansas",2020-03-23,11,84,2,2913314,0.00002883,0.00000069,1.148
"Kansas",2020-03-24,12,100,2,2913314,0.00003433,0.00000069,1.063
"Kansas",2020-03-25,13,134,3,2913314,0.000046,0.00000103,1.077
"Kansas",2020-03-26,14,172,3,2913314,0.00005904,0.00000103,1.062
"Kansas",2020-03-27,15,206,4,2913314,0.00007071,0.00000137,1.013
"Kansas",2020-03-28,16,266,4,2913314,0.0000913,0.00000137,1.01
"Kansas",2020-03-29,17,330,7,2913314,0.00011327,0.0000024,0.989
"Kansas",2020-03-30,18,372,8,2913314,0.00012769,0.00000275,0.932
